interaction	ligand	receptor	ligand_rank	receptor_rank	interaction_rank
PSPN-GFRA4	PSPN	GFRA4	0.05938242280285035	0.2471264367816092	0.08290816326530612
PYY-NPY4R	PYY	NPY4R	0.047505938242280284	0.3074712643678161	0.08227040816326531
NPW-MTNR1A	NPW	MTNR1A	0.06175771971496437	0.22413793103448276	0.08163265306122448
PDGFD-PDGFRA	PDGFD	PDGFRA	0.035629453681710214	0.3850574712643678	0.08099489795918367
SEMA3C-PLXND1	SEMA3C	PLXND1	0.021377672209026127	0.617816091954023	0.08035714285714286
SEMA3A-NRP1	SEMA3A	NRP1	0.0166270783847981	0.7729885057471264	0.07971938775510204
PGF-FLT1	PGF	FLT1	0.04513064133016627	0.27873563218390807	0.07908163265306123
CCL2-CCR5	CCL2	CCR5	0.2042755344418052	0.0603448275862069	0.0778061224489796
CCL2-CCR1	CCL2	CCR1	0.2042755344418052	0.0603448275862069	0.0778061224489796
SLIT2-ROBO4	SLIT2	ROBO4	0.0855106888361045	0.14367816091954022	0.07716836734693877
SEMA3C-NRP2	SEMA3C	NRP2	0.021377672209026127	0.5574712643678161	0.07653061224489796
NTS-NTSR1	NTS	NTSR1	0.08076009501187649	0.14655172413793102	0.07589285714285714
IGF2-IGF2R	IGF2	IGF2R	0.011876484560570071	0.9942528735632183	0.07525510204081633
GDF11-ACVR1C	GDF11	ACVR1C	0.011876484560570071	0.9913793103448276	0.07461734693877552
NPW-NPBWR1	NPW	NPBWR1	0.06175771971496437	0.1896551724137931	0.07397959183673469
IGF2-IGF1R	IGF2	IGF1R	0.011876484560570071	0.9770114942528736	0.07334183673469388
IGF2-INSR	IGF2	INSR	0.011876484560570071	0.9482758620689655	0.07270408163265306
APLN-APLNR	APLN	APLNR	0.18527315914489312	0.0603448275862069	0.07206632653061225
GDF11-ACVR1B	GDF11	ACVR1B	0.011876484560570071	0.9137931034482759	0.07142857142857142
SEMA3A-PLXNA4	SEMA3A	PLXNA4	0.0166270783847981	0.6494252873563219	0.07079081632653061
GDF11-ACVR2B	GDF11	ACVR2B	0.011876484560570071	0.9080459770114943	0.07015306122448979
PYY-MTNR1A	PYY	MTNR1A	0.047505938242280284	0.22413793103448276	0.06951530612244898
GHRL-GHRHR	GHRL	GHRHR	0.04275534441805225	0.2442528735632184	0.06887755102040816
GDF11-ACVR2A	GDF11	ACVR2A	0.011876484560570071	0.8505747126436781	0.06823979591836735
PDGFA-PDGFRB	PDGFA	PDGFRB	0.019002375296912115	0.5287356321839081	0.06760204081632654
CXCL12-AVPR1A	CXCL12	AVPR1A	0.023752969121140142	0.4166666666666667	0.06696428571428571
SLIT3-ROBO4	SLIT3	ROBO4	0.0688836104513064	0.14367816091954022	0.0663265306122449
CXCL12-CCR4	CXCL12	CCR4	0.023752969121140142	0.4051724137931034	0.06568877551020408
GDF11-BMPR2	GDF11	BMPR2	0.011876484560570071	0.7959770114942529	0.06505102040816327
SEMA3A-NRP2	SEMA3A	NRP2	0.0166270783847981	0.5574712643678161	0.06441326530612244
CGA-FSHR	CGA	FSHR	0.15201900237529692	0.0603448275862069	0.06377551020408163
GDF11-BMPR1A	GDF11	BMPR1A	0.011876484560570071	0.7701149425287356	0.06313775510204081
APELA-APLNR	APELA	APLNR	0.1496437054631829	0.0603448275862069	0.0625
VEGFB-RET	VEGFB	RET	0.009501187648456057	0.9281609195402298	0.06186224489795918
NMB-NMBR	NMB	NMBR	0.052256532066508314	0.16666666666666666	0.061224489795918366
VEGFB-NRP1	VEGFB	NRP1	0.009501187648456057	0.7729885057471264	0.06058673469387755
PDGFA-PDGFRA	PDGFA	PDGFRA	0.019002375296912115	0.3850574712643678	0.05994897959183673
NMB-BRS3	NMB	BRS3	0.052256532066508314	0.13505747126436782	0.05931122448979592
VEGFA-EGFR	VEGFA	EGFR	0.007125890736342043	0.9798850574712644	0.058673469387755105
CXCL12-ACKR3	CXCL12	ACKR3	0.023752969121140142	0.28735632183908044	0.05803571428571429
VEGFA-EPHB2	VEGFA	EPHB2	0.007125890736342043	0.9396551724137931	0.05739795918367347
VEGFA-RET	VEGFA	RET	0.007125890736342043	0.9281609195402298	0.056760204081632654
BMP2-ACVRL1	BMP2	ACVRL1	0.0332541567695962	0.19827586206896552	0.05612244897959184
VEGFB-TYRO3	VEGFB	TYRO3	0.009501187648456057	0.6896551724137931	0.05548469387755102
TNFSF13B-TNFRSF13B	TNFSF13B	TNFRSF13B	0.10688836104513064	0.0603448275862069	0.0548469387755102
GHRH-GHSR	GHRH	GHSR	0.1021377672209026	0.0603448275862069	0.054209183673469385
GDF11-BMPR1B	GDF11	BMPR1B	0.011876484560570071	0.4885057471264368	0.05357142857142857
VEGFA-NRP1	VEGFA	NRP1	0.007125890736342043	0.7729885057471264	0.05293367346938776
CXCL12-MTNR1A	CXCL12	MTNR1A	0.023752969121140142	0.22413793103448276	0.05229591836734694
VEGFA-TYRO3	VEGFA	TYRO3	0.007125890736342043	0.6896551724137931	0.051658163265306124
GHRL-MLNR	GHRL	MLNR	0.04275534441805225	0.10632183908045977	0.05102040816326531
CXCL12-CXCR3	CXCL12	CXCR3	0.023752969121140142	0.1781609195402299	0.05038265306122449
DLK1-NOTCH1	DLK1	NOTCH1	0.004750593824228029	0.8390804597701149	0.04974489795918367
VEGFA-NRP2	VEGFA	NRP2	0.007125890736342043	0.5574712643678161	0.049107142857142856
DLK1-NOTCH2	DLK1	NOTCH2	0.004750593824228029	0.8132183908045977	0.04846938775510204
DLK1-NOTCH3	DLK1	NOTCH3	0.004750593824228029	0.7097701149425287	0.04783163265306122
VEGFB-FLT1	VEGFB	FLT1	0.009501187648456057	0.27873563218390807	0.047193877551020405
VEGFB-KDR	VEGFB	KDR	0.009501187648456057	0.27586206896551724	0.046556122448979595
GHRL-GHSR	GHRL	GHSR	0.04275534441805225	0.0603448275862069	0.04591836734693878
DLK1-NOTCH4	DLK1	NOTCH4	0.004750593824228029	0.5201149425287356	0.04528061224489796
VEGFA-FLT1	VEGFA	FLT1	0.007125890736342043	0.27873563218390807	0.044642857142857144
VEGFA-KDR	VEGFA	KDR	0.007125890736342043	0.27586206896551724	0.04400510204081633
MDK-NOTCH2	MDK	NOTCH2	0.0023752969121140144	0.8132183908045977	0.04336734693877551
MDK-TSPAN1	MDK	TSPAN1	0.0023752969121140144	0.7183908045977011	0.04272959183673469
MDK-ALK	MDK	ALK	0.0023752969121140144	0.3160919540229885	0.042091836734693876
IL22-IL22RA2	IL22	IL22RA2	0.6365795724465558	0	0
AGT-AGTR2	AGT	AGTR2	0.38004750593824227	0	0
CCL13-CCR2	CCL13	CCR2	0.6365795724465558	0	0
CCL16-CCR2	CCL16	CCR2	0.4489311163895487	0	0
CCL2-CCR2	CCL2	CCR2	0.2042755344418052	0	0
CCL7-CCR2	CCL7	CCR2	0.8479809976247031	0	0
CCL8-CCR2	CCL8	CCR2	0.48931116389548696	0	0
CCL11-CCR2	CCL11	CCR2	0.6365795724465558	0	0
CCL24-CCR2	CCL24	CCR2	0.6294536817102138	0	0
CCL26-CCR2	CCL26	CCR2	0.8479809976247031	0	0
CCL25-CCR9	CCL25	CCR9	0.4489311163895487	0	0
TNFSF8-TNFRSF8	TNFSF8	TNFRSF8	0.6365795724465558	0	0
RARRES2-CMKLR2	RARRES2	CMKLR2	0.4679334916864608	0	0
CXCL6-CXCR1	CXCL6	CXCR1	0.17814726840855108	0	0
CXCL8-CXCR1	CXCL8	CXCR1	0.9524940617577197	0	0
ANXA1-FPR2	ANXA1	FPR2	0.5748218527315915	0	0
SAA1-FPR2	SAA1	FPR2	0.48931116389548696	0	0
GCG-GLP1R	GCG	GLP1R	0	0.8160919540229885	0
GCG-GLP2R	GCG	GLP2R	0	0.26436781609195403	0
GCG-GCGR	GCG	GCGR	0	0.5344827586206896	0
PENK-MRGPRX1	PENK	MRGPRX1	0.1995249406175772	0	0
ADM-MRGPRX2	ADM	MRGPRX2	0.8194774346793349	0	0
POMC-MC3R	POMC	MC3R	0.9168646080760094	0	0
AGRP-MC3R	AGRP	MC3R	0.48931116389548696	0	0
TAC1-TACR2	TAC1	TACR2	0.1876484560570071	0	0
TAC3-TACR2	TAC3	TACR2	0.20190023752969122	0	0
NPB-NPBWR2	NPB	NPBWR2	0.2042755344418052	0	0
NPW-NPBWR2	NPW	NPBWR2	0.06175771971496437	0	0
NTS-NTSR2	NTS	NTSR2	0.08076009501187649	0	0
HCRT-HCRTR1	HCRT	HCRTR1	0.8076009501187649	0	0
RLN2-RXFP1	RLN2	RXFP1	0.9121140142517815	0	0
RLN1-RXFP1	RLN1	RXFP1	0.22327790973871733	0	0
RLN3-RXFP1	RLN3	RXFP1	0.9406175771971497	0	0
OXT-AVPR2	OXT	AVPR2	0.3182897862232779	0	0
AVP-AVPR2	AVP	AVPR2	0.24703087885985747	0	0
TRH-TRHR	TRH	TRHR	0.28741092636579574	0	0
CORT-MRGPRX2	CORT	MRGPRX2	0.33966745843230406	0	0
CCL3-CCR2	CCL3	CCR2	0.47980997624703087	0	0
CCL23-FPR2	CCL23	FPR2	0.48931116389548696	0	0
PPBP-CXCR1	PPBP	CXCR1	0.40617577197149646	0	0
CCL13-CCR9	CCL13	CCR9	0.6365795724465558	0	0
BMP4-HJV	BMP4	HJV	0.12114014251781473	0	0
GAL-GPR151	GAL	GPR151	0.08788598574821853	0	0
BMP6-HJV	BMP6	HJV	0.3491686460807601	0	0
TAC4-TACR2	TAC4	TACR2	0.48931116389548696	0	0
C1QTNF1-AVPR2	C1QTNF1	AVPR2	0.20902612826603326	0	0
INSL3-RXFP1	INSL3	RXFP1	0.39429928741092635	0	0
GCG-ADCYAP1R1	GCG	ADCYAP1R1	0	0.34770114942528735	0
GCG-TSHR	GCG	TSHR	0	0.4224137931034483	0
TNFSF12-TNFRSF8	TNFSF12	TNFRSF8	0.29691211401425177	0	0
DEFB103A-CCR2	DEFB103A	CCR2	0.6365795724465558	0	0
CXCL3-CXCR1	CXCL3	CXCR1	0.2684085510688836	0	0
CXCL2-CXCR1	CXCL2	CXCR1	0.7933491686460807	0	0
CXCL5-CXCR1	CXCL5	CXCR1	0.17814726840855108	0	0
CXCL1-CXCR1	CXCL1	CXCR1	0.21852731591448932	0	0
ADM-GPR182	ADM	GPR182	0.8194774346793349	0	0
GCG-PTH1R	GCG	PTH1R	0	0.23850574712643677	0
GCG-VIPR1	GCG	VIPR1	0	0.7413793103448276	0
BMP5-HJV	BMP5	HJV	0.9691211401425178	0	0
BMP2-HJV	BMP2	HJV	0.0332541567695962	0	0
CCL27-CCR2	CCL27	CCR2	0.3515439429928741	0	0
GCG-GIPR	GCG	GIPR	0	0.9655172413793104	0
INSL5-RXFP1	INSL5	RXFP1	0.42992874109263657	0	0
BMP7-HJV	BMP7	HJV	0.4014251781472684	0	0
SST-MRGPRX2	SST	MRGPRX2	0.39429928741092635	0	0
TAC1-MRGPRX2	TAC1	MRGPRX2	0.1876484560570071	0	0
