interaction_symbol	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references	curation_effort	n_references	n_resources
SST-SSTR4	SST	SSTR4	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8100352;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:9784130;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7988476;Cellinker:8100352;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:8100352;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7988476;LRdb:8100352;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9724791;LRdb:9784130;SIGNOR:10433861;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8100352;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9724791;scConnect:9784130	62	Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8100352;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:9784130;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7988476;Cellinker:8100352;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:8100352;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7988476;LRdb:8100352;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9724791;LRdb:9784130;SIGNOR:10433861;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8100352;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9724791;scConnect:9784130	17
CORT-SSTR5	CORT	SSTR5	1	1	0	1	1	0	Baccin2019;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10598788;Baccin2019:11011067;Baccin2019:15333679;Baccin2019:9125122;Baccin2019:9205124;Baccin2019:9650799;CellTalkDB:9125122;Cellinker:10598788;Cellinker:11011067;Cellinker:15333679;Cellinker:9125122;Cellinker:9205124;Cellinker:9650799;Guide2Pharma:10598788;Guide2Pharma:15333679;Guide2Pharma:9650799;HPRD:9125122;HPRD:9205124;LRdb:10598788;LRdb:11011067;LRdb:15333679;LRdb:9125122;LRdb:9205124;LRdb:9650799;connectomeDB2020:10598788;connectomeDB2020:11011067;connectomeDB2020:15333679;connectomeDB2020:9125122;connectomeDB2020:9205124;connectomeDB2020:9650799;scConnect:10598788;scConnect:15333679;scConnect:9650799	33	Baccin2019:10598788;Baccin2019:11011067;Baccin2019:15333679;Baccin2019:9125122;Baccin2019:9205124;Baccin2019:9650799;CellTalkDB:9125122;Cellinker:10598788;Cellinker:11011067;Cellinker:15333679;Cellinker:9125122;Cellinker:9205124;Cellinker:9650799;Guide2Pharma:10598788;Guide2Pharma:15333679;Guide2Pharma:9650799;HPRD:9125122;HPRD:9205124;LRdb:10598788;LRdb:11011067;LRdb:15333679;LRdb:9125122;LRdb:9205124;LRdb:9650799;connectomeDB2020:10598788;connectomeDB2020:11011067;connectomeDB2020:15333679;connectomeDB2020:9125122;connectomeDB2020:9205124;connectomeDB2020:9650799;scConnect:10598788;scConnect:15333679;scConnect:9650799	13
SST-SSTR5	SST	SSTR5	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7908405;Baccin2019:7988476;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9652348;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:7908405;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7908405;Cellinker:7988476;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9652348;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9652348;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:7908405;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7908405;LRdb:7988476;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9652348;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7908405;connectomeDB2020:7988476;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9652348;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9652348;scConnect:9724791;scConnect:9784130	67	Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7908405;Baccin2019:7988476;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9652348;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:7908405;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7908405;Cellinker:7988476;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9652348;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9652348;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:7908405;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7908405;LRdb:7988476;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9652348;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7908405;connectomeDB2020:7988476;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9652348;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9652348;scConnect:9724791;scConnect:9784130	15
TNFSF13B-TNFRSF13B	TNFSF13B	TNFRSF13B	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10801128;Baccin2019:10956646;CellTalkDB:10956646;Cellinker:10801128;Cellinker:10956646;DIP:10956646;HPRD:10801128;ICELLNET:11239407;IntAct:10801128;IntAct:10880535;IntAct:10956646;LRdb:10956646;LRdb:11;Lit-BM-17:10801128;Lit-BM-17:10880535;Lit-BM-17:10956646;SIGNOR:10956646;connectomeDB2020:10801128;connectomeDB2020:10956646	19	Baccin2019:10801128;Baccin2019:10956646;CellTalkDB:10956646;Cellinker:10801128;Cellinker:10956646;DIP:10956646;HPRD:10801128;ICELLNET:11239407;IntAct:10801128;IntAct:10880535;IntAct:10956646;LRdb:10956646;LRdb:11;Lit-BM-17:10801128;Lit-BM-17:10880535;Lit-BM-17:10956646;SIGNOR:10956646;connectomeDB2020:10801128;connectomeDB2020:10956646	20
TSLP-IL7R	TSLP	IL7R	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11418668;CellTalkDB:11418668;HPRD:11418668;InnateDB:11418668;LRdb:11418668;NetPath:10881176;NetPath:10974032;connectomeDB2020:11418668	8	Baccin2019:11418668;CellTalkDB:11418668;HPRD:11418668;InnateDB:11418668;LRdb:11418668;NetPath:10881176;NetPath:10974032;connectomeDB2020:11418668	15
TGFB2-TGFBR1	TGFB2	TGFBR1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11157750;Baccin2019:12809600;CellTalkDB:12809600;DIP:10187774;HPMR:12809600;HPRD:11157754;LRdb:11;LRdb:12809600;NetPath:7608141;SIGNOR:22326956;connectomeDB2020:11157754;connectomeDB2020:12809600	12	Baccin2019:11157750;Baccin2019:12809600;CellTalkDB:12809600;DIP:10187774;HPMR:12809600;HPRD:11157754;LRdb:11;LRdb:12809600;NetPath:7608141;SIGNOR:22326956;connectomeDB2020:11157754;connectomeDB2020:12809600	17
TGFB2-TGFBR3	TGFB2	TGFBR3	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11157750;Baccin2019:12809600;CellTalkDB:12809600;Cellinker:11157754;Cellinker:12809600;DIP:10519421;DIP:8041735;DIP:9312157;HPMR:12809600;HPRD:11157754;LRdb:11;LRdb:12809600;NetPath:11278442;SIGNOR:10746731;connectomeDB2020:11157754;connectomeDB2020:12809600	16	Baccin2019:11157750;Baccin2019:12809600;CellTalkDB:12809600;Cellinker:11157754;Cellinker:12809600;DIP:10519421;DIP:8041735;DIP:9312157;HPMR:12809600;HPRD:11157754;LRdb:11;LRdb:12809600;NetPath:11278442;SIGNOR:10746731;connectomeDB2020:11157754;connectomeDB2020:12809600	17
TGFB3-TGFBR1	TGFB3	TGFBR1	1	1	0	1	1	0	Baccin2019;CellCall;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11850637;Baccin2019:12060054;Baccin2019:12607775;CellTalkDB:11850637;DIP:10187774;HPRD:11850637;HPRD:12060054;HPRD:12607775;InnateDB:18243111;LRdb:11850637;LRdb:12060054;LRdb:12607775;Lit-BM-17:10187774;Lit-BM-17:21423151;connectomeDB2020:11850637	15	Baccin2019:11850637;Baccin2019:12060054;Baccin2019:12607775;CellTalkDB:11850637;DIP:10187774;HPRD:11850637;HPRD:12060054;HPRD:12607775;InnateDB:18243111;LRdb:11850637;LRdb:12060054;LRdb:12607775;Lit-BM-17:10187774;Lit-BM-17:21423151;connectomeDB2020:11850637	16
TGFB3-TGFBR3	TGFB3	TGFBR3	1	1	0	1	1	0	Baccin2019;CancerCellMap;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr	Baccin2019:11382746;CancerCellMap:11382746;CellTalkDB:11382746;Cellinker:11382746;HPRD:11382746;LRdb:11382746;NetPath:11382746;connectomeDB2020:11382746	8	Baccin2019:11382746;CancerCellMap:11382746;CellTalkDB:11382746;Cellinker:11382746;HPRD:11382746;LRdb:11382746;NetPath:11382746;connectomeDB2020:11382746	15
CGA-TSHR	CGA	TSHR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;iTALK;talklr	HPMR:15571461;NetPath:20181794;SIGNOR:12045258	3	HPMR:15571461;NetPath:20181794;SIGNOR:12045258	13
TSHB-TSHR	TSHB	TSHR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;KEGG-MEDICUS;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:15571461;Baccin2019:2558651;CellTalkDB:15571461;Cellinker:15571461;Cellinker:2558651;HPMR:15571461;HPRD:2558651;LRdb:15571461;LRdb:26;NetPath:20181794;SIGNOR:12045258;connectomeDB2020:15571461;connectomeDB2020:2558651	13	Baccin2019:15571461;Baccin2019:2558651;CellTalkDB:15571461;Cellinker:15571461;Cellinker:2558651;HPMR:15571461;HPRD:2558651;LRdb:15571461;LRdb:26;NetPath:20181794;SIGNOR:12045258;connectomeDB2020:15571461;connectomeDB2020:2558651	20
LTA-TNFRSF1B	LTA	TNFRSF1B	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:2160731;Baccin2019:8123048;Baccin2019:9552007;CellTalkDB:9552007;Cellinker:2160731;Cellinker:8123048;Cellinker:9552007;DIP:1328224;HPRD:2160731;HPRD:8123048;HPRD:9552007;ICELLNET:7995952;LRdb:2160731;LRdb:8123048;LRdb:9552007;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:8182064;connectomeDB2020:2160731;connectomeDB2020:8123048;connectomeDB2020:9552007	21	Baccin2019:2160731;Baccin2019:8123048;Baccin2019:9552007;CellTalkDB:9552007;Cellinker:2160731;Cellinker:8123048;Cellinker:9552007;DIP:1328224;HPRD:2160731;HPRD:8123048;HPRD:9552007;ICELLNET:7995952;LRdb:2160731;LRdb:8123048;LRdb:9552007;Lit-BM-17:1310388;Lit-BM-17:1328224;Lit-BM-17:8182064;connectomeDB2020:2160731;connectomeDB2020:8123048;connectomeDB2020:9552007	21
TNFSF12-TNFRSF12A	TNFSF12	TNFRSF12A	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Lit-BM-17;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11728344;Baccin2019:12529173;Baccin2019:12787562;CellTalkDB:11728344;Cellinker:11728344;Cellinker:12529173;Cellinker:12787562;HPMR:12787562;HPRD:11728344;HPRD:12529173;ICELLNET:11239407;InnateDB:23750247;LRdb:11728344;LRdb:12529173;LRdb:12787562;Lit-BM-17:23438059;NetPath:16526941;connectomeDB2020:11728344;connectomeDB2020:12529173;connectomeDB2020:12787562	20	Baccin2019:11728344;Baccin2019:12529173;Baccin2019:12787562;CellTalkDB:11728344;Cellinker:11728344;Cellinker:12529173;Cellinker:12787562;HPMR:12787562;HPRD:11728344;HPRD:12529173;ICELLNET:11239407;InnateDB:23750247;LRdb:11728344;LRdb:12529173;LRdb:12787562;Lit-BM-17:23438059;NetPath:16526941;connectomeDB2020:11728344;connectomeDB2020:12529173;connectomeDB2020:12787562	21
GAS6-TYRO3	GAS6	TYRO3	1	1	0	1	1	0	Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:7867073;Baccin2019:8621659;Baccin2019:8939948;BioGRID:8621659;BioGRID:8939948;CellChatDB:27801848;CellTalkDB:7867073;Cellinker:27801848;Cellinker:7867073;Cellinker:8621659;Cellinker:8939948;Guide2Pharma:8939948;HPMR:7867073;HPRD:8621659;HPRD:8939948;InnateDB:8939948;LRdb:7867073;LRdb:8621659;LRdb:8939948;SIGNOR:7867073;connectomeDB2020:7867073;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948	24	Baccin2019:7867073;Baccin2019:8621659;Baccin2019:8939948;BioGRID:8621659;BioGRID:8939948;CellChatDB:27801848;CellTalkDB:7867073;Cellinker:27801848;Cellinker:7867073;Cellinker:8621659;Cellinker:8939948;Guide2Pharma:8939948;HPMR:7867073;HPRD:8621659;HPRD:8939948;InnateDB:8939948;LRdb:7867073;LRdb:8621659;LRdb:8939948;SIGNOR:7867073;connectomeDB2020:7867073;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948	19
UTS2-UTS2R	UTS2	UTS2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10499587;Baccin2019:10581185;Baccin2019:11976263;Baccin2019:12238917;Baccin2019:15109617;Baccin2019:15852036;Cellinker:10499587;Cellinker:10581185;Cellinker:11976263;Cellinker:12238917;Cellinker:15109617;Cellinker:15852036;Guide2Pharma:10499587;Guide2Pharma:10548501;Guide2Pharma:10559967;Guide2Pharma:10581185;HPMR:15109617;HPRD:10581185;LRdb:10499587;LRdb:10581185;LRdb:11976263;LRdb:12238917;LRdb:15109617;LRdb:15852036;connectomeDB2020:10499587;connectomeDB2020:10581185;connectomeDB2020:11976263;connectomeDB2020:12238917;connectomeDB2020:15109617;connectomeDB2020:15852036;scConnect:11976263;scConnect:12238917;scConnect:15852036	33	Baccin2019:10499587;Baccin2019:10581185;Baccin2019:11976263;Baccin2019:12238917;Baccin2019:15109617;Baccin2019:15852036;Cellinker:10499587;Cellinker:10581185;Cellinker:11976263;Cellinker:12238917;Cellinker:15109617;Cellinker:15852036;Guide2Pharma:10499587;Guide2Pharma:10548501;Guide2Pharma:10559967;Guide2Pharma:10581185;HPMR:15109617;HPRD:10581185;LRdb:10499587;LRdb:10581185;LRdb:11976263;LRdb:12238917;LRdb:15109617;LRdb:15852036;connectomeDB2020:10499587;connectomeDB2020:10581185;connectomeDB2020:11976263;connectomeDB2020:12238917;connectomeDB2020:15109617;connectomeDB2020:15852036;scConnect:11976263;scConnect:12238917;scConnect:15852036	15
UTS2B-UTS2R	UTS2B	UTS2R	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11015293;Baccin2019:14550283;CellChatDB:31556942;CellTalkDB:14550283;Cellinker:11015293;Cellinker:14550283;Cellinker:31556942;Guide2Pharma:14550283;Guide2Pharma:17628210;Guide2Pharma:18710417;HPRD:14550283;LRdb:11;LRdb:14550283;connectomeDB2020:11015293;connectomeDB2020:14550283;scConnect:11015293;scConnect:14550283;scConnect:18710417	18	Baccin2019:11015293;Baccin2019:14550283;CellChatDB:31556942;CellTalkDB:14550283;Cellinker:11015293;Cellinker:14550283;Cellinker:31556942;Guide2Pharma:14550283;Guide2Pharma:17628210;Guide2Pharma:18710417;HPRD:14550283;LRdb:11;LRdb:14550283;connectomeDB2020:11015293;connectomeDB2020:14550283;scConnect:11015293;scConnect:14550283;scConnect:18710417	13
GHRH-VIPR1	GHRH	VIPR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8791009;CellChatDB:10655511;CellTalkDB:8791009;Cellinker:10655511;Cellinker:8791009;Guide2Pharma:8791009;LRdb:8791009;connectomeDB2020:8791009;scConnect:8791009	9	Baccin2019:8791009;CellChatDB:10655511;CellTalkDB:8791009;Cellinker:10655511;Cellinker:8791009;Guide2Pharma:8791009;LRdb:8791009;connectomeDB2020:8791009;scConnect:8791009	13
ADCYAP1-VIPR1	ADCYAP1	VIPR1	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11897681;Baccin2019:11931347;Baccin2019:12429744;Baccin2019:16930633;Baccin2019:8791009;Baccin2019:9928018;CellTalkDB:11897681;Cellinker:11897681;Cellinker:11931347;Cellinker:12429744;Cellinker:12488235;Cellinker:16930633;Cellinker:8791009;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8791009;Guide2Pharma:9928018;HPRD:12429744;LRdb:11897681;LRdb:11931347;LRdb:12429744;LRdb:16930633;LRdb:8791009;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:11897681;connectomeDB2020:11931347;connectomeDB2020:12429744;connectomeDB2020:16930633;connectomeDB2020:8791009;connectomeDB2020:9928018;scConnect:11931347;scConnect:16930633;scConnect:8791009;scConnect:9928018	36	Baccin2019:11897681;Baccin2019:11931347;Baccin2019:12429744;Baccin2019:16930633;Baccin2019:8791009;Baccin2019:9928018;CellTalkDB:11897681;Cellinker:11897681;Cellinker:11931347;Cellinker:12429744;Cellinker:12488235;Cellinker:16930633;Cellinker:8791009;Cellinker:9928018;Guide2Pharma:11931347;Guide2Pharma:16930633;Guide2Pharma:8791009;Guide2Pharma:9928018;HPRD:12429744;LRdb:11897681;LRdb:11931347;LRdb:12429744;LRdb:16930633;LRdb:8791009;LRdb:9928018;SIGNOR:11897681;connectomeDB2020:11897681;connectomeDB2020:11931347;connectomeDB2020:12429744;connectomeDB2020:16930633;connectomeDB2020:8791009;connectomeDB2020:9928018;scConnect:11931347;scConnect:16930633;scConnect:8791009;scConnect:9928018	15
