uniprot	genesymbol	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references
P32004	L1CAM	7	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	O00533, O14786, P00533, P04626, P06756, P08648, P11362, P13591, P15311, P21802, P21860, P21926, P23471, P29323, Q12860, Q13740, Q6Q4G3, Q9UIW2	ALCAM, CD9, CHL1, CNTN1, EGFR, EPHB2, ERBB2, ERBB3, EZR, FGFR1, FGFR2, ITGA4_ITGB7, ITGA5, ITGA5_ITGB1, ITGAV, ITGAV_ITGB3, LVRN, NCAM1, NRP1, PLXNA1, PTPRZ1	EZR [BioGRID:12070130;BioGRID:22846990;CA1:12070130;HPRD:12070130], FGFR2 [CellTalkDB:32196115], EPHB2 [CellTalkDB:32196115;connectomeDB2020:22579729], CNTN1 [Baccin2019:7595520;CellTalkDB:7595520;Cellinker:7595520;HPRD:7595520;LRdb:7595520;connectomeDB2020:7595520], ITGAV [CellTalkDB:10871287;HPRD:10871287;LRdb:10871287;connectomeDB2020:10871287], ERBB3 [CellTalkDB:22815787;LRdb:22815787;Ramilowski2015:22815787;connectomeDB2020:22815787;talklr:22815787], ERBB2 [CellTalkDB:22815787;LRdb:22815787;Ramilowski2015:22815787;connectomeDB2020:22815787;talklr:22815787], EGFR [CellTalkDB:14718570;Cellinker:14718570;LRdb:14718570;Ramilowski2015:14718570;connectomeDB2020:14718570;talklr:14718570], ITGA5 [CellTalkDB:10871287;Cellinker:10871287;HPRD:10871287;LRdb:10871287;connectomeDB2020:10871287], NCAM1 [HPRD:10611478;HPRD:8509458], ALCAM [Baccin2019:22983139;connectomeDB2020:22983139], CD9 [Baccin2019:8838570;connectomeDB2020:8838570], PTPRZ1 [Baccin2019:9117260;connectomeDB2020:9117260], CHL1 [Cellinker:32822567], FGFR1 [BioGRID:18222703;BioGRID:23212305;Cellinker:23212305], LVRN [Cellinker:32589946], PLXNA1 [HPMR:10520994;HPMR:15121181], NRP1 [BioGRID:16377081;HPMR:10520994;HPMR:15121181]
O15072	ADAMTS3	1	ecm, ligand, receptor, secreted_enzyme	ecm, ecm_regulator, extracellular, intracellular, ligand, receptor, secreted, secreted_enzyme, secreted_peptidase	Q6UXH8	CCBE1	CCBE1 [CellTalkDB:27159393]
Q99218	AMELY	7	ecm, ligand	ecm, extracellular, ligand, secreted	P08962, P11279, P13473	CD63, LAMP1, LAMP2	CD63 [connectomeDB2020:17708745], LAMP1 [Cellinker:20382373;LRdb:20382373;Ramilowski2015:20382373;connectomeDB2020:20382373;talklr:20382373], LAMP2 [connectomeDB2020:17708745]
P41271	NBL1	2	ligand	extracellular, intracellular, ligand, ligand_regulator, secreted	NA	NA	NA
O43323	DHH	14	cell_surface_ligand, ligand	cell_surface_ligand, extracellular, ligand, plasma_membrane, secreted	Q13635, Q4KMG0, Q96QV1, Q9BWV1, Q9Y6C5	BOC, CDON, HHIP, PTCH1, PTCH1_SMO, PTCH2, PTCH2_SMO	PTCH2 [Baccin2019:98118519811851;CancerCellMap:9811851;CellTalkDB:9811851;Cellinker:9811851;HPMR:9811851;HPRD:9811851;LRdb:9811851;NetPath:9811851;SignaLink3:23331499;SignaLink3:9811851;connectomeDB2020:9811851], HHIP [Baccin2019:10050855;Baccin2019:11435703;CancerCellMap:10050855;CancerCellMap:11435703;CellTalkDB:10050855;Cellinker:10050855;Cellinker:11435703;DIP:19561611;HPRD:10050855;HPRD:11435703;IntAct:19561611;LRdb:10050855;LRdb:11;Lit-BM-17:19561609;Lit-BM-17:19561611;NetPath:10050855;connectomeDB2020:10050855;connectomeDB2020:11435703], PTCH1 [Baccin2019:9811851;CancerCellMap:8906787;CancerCellMap:9811851;CellTalkDB:9811851;Cellinker:9811851;HPRD:9811851;LRdb:9811851;NetPath:9811851;SignaLink3:19399989;SignaLink3:23331499;SignaLink3:9811851;connectomeDB2020:9811851], BOC [Baccin2019:18698484;CellTalkDB:20519495;Cellinker:20519495;LRdb:20519495;Ramilowski2015:20519495;connectomeDB2020:20519495;talklr:20519495], CDON [Baccin2019:18698484;CellTalkDB:20519495;Cellinker:20519495;LRdb:20519495;Ramilowski2015:20519495;connectomeDB2020:20519495;talklr:20519495]
Q8NBI3	DRAXIN	2	ligand	extracellular, ligand, ligand_regulator, secreted	P43146	DCC	DCC [CellTalkDB:29503192;Cellinker:29503192]
Q96LR4	TAFA4	3	ligand	ligand, secreted	P21462	FPR1	FPR1 [connectomeDB2020:25109685]
Q9P2M7	CGN	7	cell_surface_ligand, ligand, receptor	cell_surface, cell_surface_ligand, intracellular, ligand, receptor, secreted, tight_junction	P36897, P37173, Q16625, Q92974, Q9Y624	ARHGEF2, F11R, OCLN, TGFBR1, TGFBR2	F11R [Baccin2019:10877843;CellTalkDB:10877843;HPRD:10877843;LRdb:10877843;connectomeDB2020:10877843], TGFBR2 [CellTalkDB:32196115], OCLN [CellTalkDB:32196115], TGFBR1 [CellTalkDB:32196115], ARHGEF2 [HPRD:15866167]
Q15661	TPSAB1	1	ligand, receptor	extracellular, intracellular, ligand, receptor, secreted	P55085	F2RL1	F2RL1 [Cellinker:9020112;SIGNOR:21999702]
Q17RW2	COL24A1	2	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	NA	ITGA1_ITGB1, ITGA10_ITGB1, ITGA11_ITGB1, ITGA2_ITGB1	NA
P27539	GDF1	12	ligand	ligand, secreted	O00238, P27037, P36894, P36896, P36897, P61160, P84022, Q04771, Q13639, Q13705, Q13873, Q8NER5	ACTR2, ACVR1, ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2A_CFC1, ACVR1B_ACVR2B, ACVR1B_ACVR2B_CFC1, ACVR1C, ACVR1C_ACVR2A, ACVR1C_ACVR2A_CFC1, ACVR1C_ACVR2B, ACVR1C_ACVR2B_CFC1, ACVR2A, ACVR2B, BMPR1A, BMPR1B, BMPR2, HTR4, SMAD3, TGFBR1	ACTR2 [SignaLink3:16446785;SignaLink3:23331499], BMPR1B [NA], ACVR2A [CellTalkDB:24798330], BMPR1A [connectomeDB2020:28955827], ACVR1B [CellTalkDB:32196115], TGFBR1 [NA], ACVR2B [CellTalkDB:32196115], BMPR2 [connectomeDB2020:28955827], ACVR1C [NA], SMAD3 [CellTalkDB:32196115], ACVR1 [connectomeDB2020:28955827], HTR4 [NA]
P16471	PRLR	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O60674, O95944, Q8N126, Q8N766	CADM3, EMC1, JAK2, NCR2	JAK2 [BioGRID:9202403;HPRD:10772872;SPIKE:17312100;SignaLink3:10772872;SignaLink3:11713228;SignaLink3:18988627;SignaLink3:20962278;SignaLink3:21071413;SignaLink3:23331499], CADM3 [Cellinker:32589946], EMC1 [Cellinker:32589946], NCR2 [Cellinker:32589946]
P31371	FGF9	17	ligand, receptor	extracellular, intracellular, ligand, receptor, secreted	O15520, P11362, P21802, P22455, P22607	FGF10, FGFR1, FGFR2, FGFR3, FGFR4	FGF10 [SignaLink3:23331499;SignaLink3:8663044], FGFR3 [Baccin2019:10574949;Baccin2019:15231666;Baccin2019:8576175;CellTalkDB:16597617;Cellinker:10574949;Cellinker:15231666;Cellinker:16597617;Cellinker:25772309;Cellinker:8576175;HPRD:10574949;HPRD:8576175;LRdb:16597617;SignaLink3:10574949;SignaLink3:23331499;SignaLink3:8576175;SignaLink3:8663044;connectomeDB2020:10574949;connectomeDB2020:15231666;connectomeDB2020:8576175], FGFR2 [Baccin2019:86630448576175;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:8576175;Cellinker:8663044;HPRD:8576175;LRdb:16597617;connectomeDB2020:8576175;connectomeDB2020:8663044], FGFR1 [Baccin2019:10574949;CellTalkDB:16597617;Cellinker:25772309;HPRD:10574949;LRdb:16597617;connectomeDB2020:10574949], FGFR4 [Baccin2019:8663044;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;LRdb:16597617;connectomeDB2020:8663044]
Q9NRC9	OTOR	1	ligand	extracellular, ligand, secreted	NA	NA	NA
Q8IZC6	COL27A1	2	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	NA	ITGA1_ITGB1, ITGA10_ITGB1, ITGA11_ITGB1, ITGA2_ITGB1	NA
Q96SZ5	ADO	1	ligand	intracellular, ligand, secreted	P0DMS8, P29274, P29275, P30542	ADORA1, ADORA2A, ADORA2B, ADORA3	ADORA3 [Cellinker:23994158], ADORA2B [Cellinker:23994158], ADORA1 [Cellinker:23994158], ADORA2A [Cellinker:23994158]
P24043	LAMA2	8	adhesion, ecm, ligand	adhesion, ecm, extracellular, ligand, matrix_adhesion, secreted	P05556, P08865, P16070, P16144, P17301, P23229, P26006, P56199, Q13683, Q14118, Q496J9, Q7L0J3, Q7L1I2	CD44, DAG1, ITGA1, ITGA2, ITGA2_ITGB1, ITGA3, ITGA3_ITGB1, ITGA6, ITGA6_ITGB1, ITGA6_ITGB4, ITGA7, ITGA7_ITGB1, ITGA9_ITGB1, ITGAV_ITGB8, ITGB1, ITGB4, RPSA, SV2A, SV2B, SV2C	ITGA7 [CellTalkDB:11278916;LRdb:11278916;connectomeDB2020:11278916], ITGA3 [CellTalkDB:32196115], ITGB4 [CellTalkDB:32196115;NetPath:7721947], ITGA1 [CellTalkDB:32196115], ITGA2 [CellTalkDB:32196115], RPSA [Baccin2019:11054877;Baccin2019:2970671;CellTalkDB:2970671;Cellinker:11054877;Cellinker:2970671;HPRD:11054877;LRdb:111;LRdb:2970671;connectomeDB2020:11054877;connectomeDB2020:2970671], ITGB1 [CellTalkDB:11278916;LRdb:11278916;connectomeDB2020:11278916], ITGA6 [CellTalkDB:32196115;NetPath:7721947], CD44 [NA], SV2A [NA], SV2B [NA], SV2C [NA], DAG1 [HPRD:16709410;HPRD:7925941;connectomeDB2020:30530204]
Q9H293	IL25	15	ligand	extracellular, ligand, secreted, transmembrane	Q96F46, Q9NRM6	IL17RA, IL17RA_IL17RB, IL17RB	IL17RA [InnateDB:19838198], IL17RB [CellTalkDB:11058597;HPMR:11058597;HPRD:11058597;ICELLNET:24011563;InnateDB:11058597;InnateDB:19838198;LRdb:11058597;connectomeDB2020:11058597]
P12004	PCNA	1	ligand	extracellular, intracellular, ligand, secreted	O60673, O95944, P24941, P26358, P30281, P39748, Q00534, Q13112, Q9H211, Q9HCU8, Q9UGP5, Q9UNA4, Q9UQ84, Q9Y253	_POLD1_POLD2_POLD3_POLD4, CCND3, CDK2, CDK6, CDT1, CHAF1B, DNMT1, EXO1, FEN1, NCR2, POLD4, POLE_POLE2_POLE3_POLE4, POLH, POLI, POLL, REV3L	POLI [BioGRID:11724965;BioGRID:18931444;ELM:19208623;HPRD:16763556;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:18931444;Lit-BM-17:23248005;Lit-BM-17:26903512;SPIKE:16357261], POLH [BioGRID:15149598;BioGRID:21855803;BioGRID:24474685;BioGRID:26988343;BioGRID:30963698;ELM:19208623;HPRD:11585903;HPRD:16763556;Lit-BM-17:11585903;Lit-BM-17:15149598;Lit-BM-17:15342632;Lit-BM-17:16763556;Lit-BM-17:20129057;Lit-BM-17:20159558;Lit-BM-17:21791603;Lit-BM-17:21855803;Lit-BM-17:23042605;Lit-BM-17:23345618;Lit-BM-17:23388460;Lit-BM-17:23761444;Lit-BM-17:24474685;Lit-BM-17:25766642;Lit-BM-17:26988343;Lit-BM-17:27770570;SPIKE:16357261], DNMT1 [BioGRID:12354094;BioGRID:9302295;ELM:28073635;ELM:31235252;ELM:9302295;HPRD:12354094;HPRD:9302295;LMPID:9302295;SPIKE:17991895;SPIKE:18384127], CHAF1B [SPIKE:10648606;SPIKE:20112283], CDT1 [BioGRID:16362051;BioGRID:16407242;BioGRID:16407252;BioGRID:16482215;BioGRID:24423875;ELM:16861906;HPRD:16407252;HPRD:16482215;LMPID:16861906;SPIKE:16407252;SPIKE:16482215;SPIKE:19231300], REV3L [SPIKE:19806028], POLD4 [HPRD:16510448;Lit-BM-17:16510448;Lit-BM-17:24022480;SPIKE:9038370], FEN1 [BioGRID:15616578;BioGRID:22592530;BioGRID:24728180;BioGRID:9305916;DIP:15576034;DIP:26751069;DIP:8668533;DIP:9305916;ELM:15576034;ELM:15616578;ELM:28073635;ELM:3113402;ELM:9178907;HPRD:11430825;HPRD:14657243;HPRD:1477073;HPRD:7673186;HPRD:8876181;HPRD:9305916;HPRD:9545252;IntAct:14657243;IntAct:15576034;IntAct:18692475;IntAct:26030842;IntAct:26751069;IntAct:28514442;IntAct:29997244;IntAct:31467278;IntAct:31515488;LMPID:15576034;LMPID:9178907;LMPID:9305916;Lit-BM-17:11313979;Lit-BM-17:11430825;Lit-BM-17:11601988;Lit-BM-17:12853968;Lit-BM-17:14657243;Lit-BM-17:15576034;Lit-BM-17:15616578;Lit-BM-17:16216273;Lit-BM-17:17115032;Lit-BM-17:18692475;Lit-BM-17:22556262;Lit-BM-17:22592530;Lit-BM-17:22606318;Lit-BM-17:24958773;Lit-BM-17:26186194;Lit-BM-17:26496610;Lit-BM-17:8668533;Lit-BM-17:8876181;Lit-BM-17:9305916;Lit-BM-17:9545252;SPIKE:16189514;SPIKE:16326861;SPIKE:19153658], EXO1 [ELM:20970388;SPIKE:15225546;SPIKE:16189514], NCR2 [IntAct:22021614;Lit-BM-17:22021614;SIGNOR:22021614;connectomeDB2020:22021614], POLL [BioGRID:11784855;BioGRID:12081642;BioGRID:12368291;HPRD:11784855;HPRD:12081642;HPRD:12368291;HPRD:16174846], CDK2 [BioGRID:10930425;DIP:10930425;HPRD:10930425], CDK6 [HPRD:9667749], CCND3 [HPRD:7908906]
P29459	IL12A	17	ligand	extracellular, intracellular, ligand, secreted, transmembrane	P10747, P29460, P42701, Q99665	CD28, IL12B, IL12RB1, IL12RB2	IL12RB1 [Baccin2019:11086056;CellTalkDB:11086056;Cellinker:11086056;DIP:8943050;HPMR:11086056;InnateDB:7911493;InnateDB:8943050;LRdb:11086056;Lit-BM-17:11114383;Lit-BM-17:8943050;SIGNOR:12023369;SignaLink3:23331499;SignaLink3:7527811;connectomeDB2020:11086056], IL12RB2 [CellTalkDB:943050;DIP:8943050;HPMR:11086056;LRdb:943050;Ramilowski2015:943050;SIGNOR:11086056;connectomeDB2020:943050;talklr:943050], IL12B [DIP:10779781;DIP:7527811;HPRD:10899108;InnateDB:10899108;InnateDB:7527811;InnateDB:8943050;IntAct:10899108;IntAct:7527811;Lit-BM-17:10779781;Lit-BM-17:10899108;Lit-BM-17:7527811;SIGNOR:7527811], CD28 [CellTalkDB:7516408;Cellinker:7516408;HPRD:7516408;LRdb:7516408]
Q16610	ECM1	3	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	P16144, Q5VU97	CACHD1, ITGB4	ITGB4 [connectomeDB2020:29059156], CACHD1 [NA]
P51858	HDGF	2	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA
P08118	MSMB	1	ligand	extracellular, intracellular, ligand, secreted	Q9Y2T6	GPR55	GPR55 [scConnect:31675498]
Q9NPH3	IL1RAP	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P01584, P14778, Q9H0E2	IL1B, IL1R1, TOLLIP	IL1R1 [Cellinker:11756486;HPRD:9371760;InnateDB:15044087;InnateDB:15866876;InnateDB:9371760;InnateDB:9430229;NetPath:10854325;NetPath:17507369;NetPath:7775431;NetPath:9430229;SIGNOR:12530978;SignaLink3:12530978;SignaLink3:23331499;SignaLink3:9371760], IL1B [HPRD:9820540;InnateDB:20802483;NetPath:7775431], TOLLIP [HPRD:10854325;InnateDB:13679373;NetPath:10854325;SIGNOR:10854325]
Q03167	TGFBR3	1	ligand, receptor	cell_surface, extracellular, intracellular, ligand, ligand_regulator, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P01137	TGFB1	TGFB1 [DIP:10519421;DIP:11323414;DIP:9312157;HPRD:7935686;Lit-BM-17:10519421;Lit-BM-17:11323414;Lit-BM-17:8106553;Lit-BM-17:9312157;NetPath:11278442;NetPath:11323414;SPIKE:11278442;SPIKE:8106553]
Q96HF1	SFRP2	5	ecm, ligand	ecm, extracellular, intracellular, ligand, ligand_regulator, secreted	P04628, P41221, P56704, P56705, Q13467, Q99972	FZD5, MYOC, WNT1, WNT3A, WNT4, WNT5A	WNT1 [HPRD:10654605;SPIKE:10654605], FZD5 [CellTalkDB:28840375;connectomeDB2020:28840375], MYOC [Cellinker:19188438], WNT4 [HPRD:9853965;NetPath:9853965], WNT3A [NetPath:17462603], WNT5A [NetPath:17462603]
P05060	CHGB	3	ligand	intracellular, ligand, secreted	NA	NA	NA
P13942	COL11A2	2	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	NA	ITGA1_ITGB1, ITGA10_ITGB1, ITGA11_ITGB1, ITGA2_ITGB1	NA
Q9BX67	JAM3	3	adhesion, cell_surface_ligand, ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, tight_junction, transmembrane	P05107, P05556, P11215, P57087, Q9Y624	F11R, ITGAM, ITGAM_ITGB2, ITGB1, ITGB2, JAM2	ITGB1 [CellTalkDB:32196115], ITGB2 [InnateDB:12208882], JAM2 [Baccin2019:24357068;HPRD:11823489;Lit-BM-17:21982860;connectomeDB2020:24357068], F11R [Cellinker:15065765], ITGAM [Cellinker:16118203;HPRD:12208882]
Q96S42	NODAL	17	ligand	extracellular, intracellular, ligand, secreted	P0CG37, P13385, P27037, P36896, P84022, Q13705, Q8NER5	ACVR1B, ACVR1B_ACVR2A, ACVR1B_ACVR2A_CFC1, ACVR1B_ACVR2B, ACVR1B_ACVR2B_CFC1, ACVR1B_ACVR2B_TDGF1, ACVR1C, ACVR1C_ACVR2A, ACVR1C_ACVR2A_CFC1, ACVR1C_ACVR2B, ACVR1C_ACVR2B_CFC1, ACVR2A, ACVR2B, CFC1, SMAD3, TDGF1	ACVR2B [Baccin2019:11952836;CellTalkDB:11952836;HPMR:11952836;LRdb:11952836;SignaLink3:16446785;SignaLink3:23331499;connectomeDB2020:11952836], ACVR1B [Baccin2019:11952836;CellTalkDB:11952836;LRdb:11952836;SIGNOR:19874624;connectomeDB2020:11952836], ACVR1C [Baccin2019:12606401;CellTalkDB:12606401;HPMR:12606401;LRdb:12606401;SIGNOR:15531507;connectomeDB2020:12606401], TDGF1 [connectomeDB2020:28126904], SMAD3 [CellTalkDB:32196115;ProtMapper:19688838;ProtMapper:21557273], ACVR2A [Baccin2019:11952836;CellTalkDB:11952836;LRdb:11952836;connectomeDB2020:11952836], CFC1 [connectomeDB2020:28126904]
Q9C0B6	BRINP2	1	ligand	intracellular, ligand, secreted	NA	NA	NA
Q9BYJ0	FGFBP2	1	ligand	extracellular, ligand, ligand_regulator, secreted	NA	NA	NA
P27487	DPP4	2	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, receptor, secreted, transmembrane	O14625, P00813, P01275, P09681, P48061	ADA, CXCL11, CXCL12, GCG, GIP	CXCL11 [CellPhoneDB:24218476;HPRD:11390394;IntAct:18275857;IntAct:21314817], GIP [NA], GCG [NA], CXCL12 [CellPhoneDB:24218476;HPRD:11390394], ADA [DIP:8568233;HPRD:11772392]
P52823	STC1	2	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA
Q6H9L7	ISM2	1	ligand	intracellular, ligand, secreted	NA	NA	NA
P55268	LAMB2	8	adhesion, ecm, ligand	adhesion, ecm, extracellular, intracellular, ligand, matrix_adhesion, secreted	P05556, P08865, P16070, P16144, P23229, P26006, Q14118, Q496J9, Q7L0J3, Q7L1I2	CD44, DAG1, ITGA2_ITGB1, ITGA3, ITGA3_ITGB1, ITGA6, ITGA6_ITGB1, ITGA6_ITGB4, ITGA7_ITGB1, ITGA9_ITGB1, ITGAV_ITGB8, ITGB1, ITGB4, RPSA, SV2A, SV2B, SV2C	ITGA3 [CellTalkDB:32196115], ITGB4 [CellTalkDB:32196115;NetPath:10671376;NetPath:7721947], RPSA [Baccin2019:2970671;CellTalkDB:2970671;LRdb:2970671;connectomeDB2020:2970671], ITGB1 [CellTalkDB:32196115], CD44 [NA], SV2A [NA], SV2B [NA], SV2C [NA], DAG1 [NA], ITGA6 [NetPath:10671376;NetPath:7721947]
P13987	CD59	4	ligand, receptor	cell_surface, extracellular, intracellular, ligand, peripheral, plasma_membrane, plasma_membrane_peripheral, receptor, receptor_regulator, secreted, secreted_receptor	O95150, P02748, P06729, P07357, Q9BZZ2, Q9NY15	C8A, C9, CD2, SIGLEC1, STAB1, TNFSF15	CD2 [CellTalkDB:1385156;Cellinker:1385156;HPRD:1377404;LRdb:1385156;connectomeDB2020:1377404], SIGLEC1 [Cellinker:32589946], STAB1 [Cellinker:32589946], TNFSF15 [Cellinker:32589946], C9 [BioGRID:1377690;BioGRID:7523406;HPRD:1377690;HPRD:7523406], C8A [HPRD:7544344]
Q96DN2	VWCE	1	ecm, ligand	ecm, intracellular, ligand, secreted	NA	NA	NA
P22455	FGFR4	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane	O00220, O60258, O76093, O95750, P05230, P08620, P09038, P10767, P11487, P12034, P19022, P19174, P21781, P23468, P31371, P31431, P40763, P42224, P43121, P50895, P54764, P55075, P58401, Q13332, Q15256, Q6GTX8, Q6PI73, Q6ZMC9, Q6ZN44, Q8WU20, Q9HDB5, Q9P2S2, Q9UEF7, Q9Y4C0, Q9Y625	BCAM, CDH2, EPHA4, FGF1, FGF17, FGF18, FGF19, FGF2, FGF3, FGF4, FGF5, FGF6, FGF7, FGF8, FGF9, FRS2, GPC6, KL, LAIR1, LILRA6, MCAM, NRXN2, NRXN3, PLCG1, PTPRD, PTPRR, PTPRS, SDC4, SIGLEC15, STAT1, STAT3, TNFRSF10A, UNC5A	FGF19 [DIP:10525310;DIP:19706524;HPRD:10525310], FGF6 [HPRD:1385111], STAT3 [HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11350938;HPRD-phos:11940572;HPRD-phos:12244095;HPRD-phos:12576423;HPRD-phos:12626508;HPRD-phos:14551213;HPRD-phos:16497976;HPRD-phos:17016520;HPRD-phos:17389395;HPRD-phos:19901323;HPRD-phos:8626374;HPRD:10918587;HPRD:11294897;HPRD:11350938;HPRD:11940572;HPRD:12244095;HPRD:12576423;HPRD:12626508;HPRD:14551213;HPRD:8626374;KEA:10918587;KEA:11294897;KEA:11350938;KEA:11429593;KEA:11850821;KEA:11940572;KEA:12244095;KEA:12576423;KEA:12626508;KEA:14551213;KEA:15592455;KEA:8272872;KEA:8626374;KEA:9083098;KEA:9305919;KEA:9566874;KEA:9582023;ProtMapper:10918587;SIGNOR:10918587;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11350938;iPTMnet:11940572;iPTMnet:12244095;iPTMnet:12576423;iPTMnet:12626508;iPTMnet:14551213;iPTMnet:16497976;iPTMnet:17016520;iPTMnet:17389395;iPTMnet:19901323;iPTMnet:8626374], FRS2 [ACSN:11274345;ACSN:11447289;ACSN:11777939;ACSN:11997436;ACSN:12040186;ACSN:14585353;ACSN:15173823;ACSN:15567848;ACSN:15574420;ACSN:16488589;ACSN:17496910;ACSN:19568798;ACSN:6321473;SIGNOR:9182757], FGF1 [BioGRID:10336501;BioGRID:10736564;DIP:7680645;HPRD:10336501;HPRD:10736564;Lit-BM-17:10336501;Lit-BM-17:10736564;Lit-BM-17:11714710;Lit-BM-17:25241761;Lit-BM-17:7680645], FGF4 [HPMR:11486033;HPRD:8663044], FGF2 [DIP:7680645;HPRD:8530375], STAT1 [ACSN:11447289;ACSN:11997436;ACSN:12040186;ACSN:14585353;ACSN:15173823;ACSN:15199124;ACSN:15567848;ACSN:16488589;ACSN:17496910;ACSN:19568798;ACSN:19615955;ACSN:6321473;HPRD-phos:10918587;HPRD-phos:11294897;HPRD-phos:11839738;HPRD-phos:12637327;HPRD-phos:12817007;HPRD-phos:15322115;HPRD-phos:7543024;HPRD-phos:7657660;HPRD-phos:7690989;HPRD:10918587;HPRD:11294897;HPRD:11839738;HPRD:12637327;HPRD:12817007;HPRD:15322115;HPRD:7543024;HPRD:7657660;HPRD:7690989;KEA:10748192;KEA:10918587;KEA:10982844;KEA:11152457;KEA:11294897;KEA:11438544;KEA:11839738;KEA:12637327;KEA:12817007;KEA:15322115;KEA:7543024;KEA:7592750;KEA:7657660;KEA:7690989;KEA:9355737;ProtMapper:10918587;SIGNOR:10918587;iPTMnet:10918587;iPTMnet:11294897;iPTMnet:11839738;iPTMnet:12637327;iPTMnet:12817007;iPTMnet:15322115;iPTMnet:7543024;iPTMnet:7657660;iPTMnet:7690989], FGF7 [HPRD:7680645], FGF18 [HPRD:10751172], FGF3 [HPRD:8663044], FGF5 [HPRD:8663044], FGF17 [HPRD:10751172], FGF9 [HPRD:8663044], FGF8 [HPRD:10736564], LILRA6 [Cellinker:32822567], MCAM [Cellinker:32589946], NRXN3 [Cellinker:32589946], LAIR1 [Cellinker:32822567], KL [Cellinker:32589946], UNC5A [Cellinker:32822567], SDC4 [Cellinker:23970415], BCAM [Cellinker:32822567], NRXN2 [Cellinker:32589946], NRXN3 [Cellinker:32589946], GPC6 [Cellinker:32589946], PTPRD [Cellinker:32822567], PTPRS [Cellinker:32822567], NRXN2 [Cellinker:32589946], SIGLEC15 [Cellinker:32589946], TNFRSF10A [NA], PTPRR [NA], EPHA4 [HPRD:16365308], PLCG1 [ACSN:17496910;HPRD:7518429;KEA:12601080;KEA:15144186;KEA:15592455;KEA:16038803;KEA:16126727;KEA:16153436;KEA:1689310;KEA:17081983;KEA:1708307;KEA:7682059;KEA:8657103;KEA:8885868], CDH2 [HPRD:9168198]
