Gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
IDNK	4.85E-69	0.154406615	0.208	0.256	1.00E-64
OGFOD3	6.37E-113	0.154220361	0.27	0.375	1.31E-108
SPACA9	3.88E-35	0.154129898	0.139	0.066	7.99E-31
NIF3L1	5.85E-54	0.154116051	0.161	0.164	1.21E-49
C4orf48	6.51E-91	0.154093657	0.851	0.988	1.34E-86
CCDC107	6.99E-181	0.153958044	0.553	0.816	1.44E-176
SRSF9	2.75E-143	0.153932142	0.712	0.944	5.67E-139
PIGK	1.35E-155	0.153845847	0.293	0.485	2.78E-151
BAIAP3	5.14E-50	0.153835165	0.127	0.013	1.06E-45
CHTOP	1.79E-168	0.153623329	0.36	0.582	3.70E-164
ZNF302	2.62E-73	0.153608265	0.311	0.357	5.40E-69
FKBP5	3.20E-37	0.153401212	0.144	0.069	6.60E-33
EID2B	6.86E-74	0.153302343	0.191	0.248	1.42E-69
CLDN7	4.09E-120	0.153286992	0.695	0.905	8.43E-116
UTP11	2.02E-115	0.153110048	0.282	0.415	4.16E-111
KRTCAP3	1.55E-39	0.152949546	0.158	0.138	3.21E-35
RPIA	9.96E-76	0.152923762	0.218	0.258	2.05E-71
CCNB1IP1	2.06E-144	0.152890409	0.358	0.547	4.24E-140
MAP2K1	8.28E-104	0.152881381	0.263	0.355	1.71E-99
HMGB1	1.18E-27	0.152394269	0.933	0.986	2.44E-23
EXOSC3	9.95E-69	0.152348408	0.203	0.261	2.05E-64
PTGR2	6.33E-70	0.152257277	0.216	0.26	1.31E-65
SUB1	1.49E-98	0.152211312	0.806	0.974	3.07E-94
TIMM9	5.34E-206	0.152088376	0.391	0.679	1.10E-201
SRSF2	8.27E-202	0.151821564	0.456	0.746	1.71E-197
TPMT	1.42E-97	0.151756702	0.226	0.317	2.92E-93
DXO	3.44E-66	0.151702388	0.21	0.244	7.09E-62
BCCIP	2.65E-113	0.151662512	0.251	0.383	5.47E-109
DUSP23	1.31E-161	0.151642395	0.356	0.573	2.70E-157
MRPS25	5.99E-133	0.151616888	0.286	0.453	1.23E-128
FANCL	4.54E-35	0.151479123	0.129	0.098	9.36E-31
CLDN15	2.83E-50	0.151277028	0.178	0.182	5.84E-46
ECH1	7.07E-110	0.151256008	0.743	0.929	1.46E-105
C1GALT1C1	5.62E-132	0.150977237	0.31	0.489	1.16E-127
GTF2F2	3.89E-110	0.150948333	0.231	0.35	8.03E-106
RAB40B	1.35E-84	0.15081945	0.192	0.248	2.78E-80
ZC3H6	5.48E-59	0.150814353	0.225	0.23	1.13E-54
CHMP4B	1.35E-154	0.150491267	0.573	0.804	2.79E-150
MT-ND3	0	-4.847543361	0.889	0.998	0
MT-ATP6	0	-2.894217278	0.981	1	0
CAMK2N1	0	-2.63252531	0.286	0.997	0
CALB2	0	-2.530739375	0.016	0.843	0
JUND	0	-2.497244293	0.26	0.997	0
TTR	0	-2.489849265	0.897	0.999	0
MT-CYB	0	-2.42744508	0.999	1	0
SCD	0	-2.165075531	0.406	0.984	0
MARCKS	0	-2.058351287	0.167	0.98	0
MT-ND4L	0	-2.044610622	0.28	0.968	0
EEF1A2	0	-2.025253794	0.081	0.862	0
SERPINA1	0	-2.020076411	0.148	0.773	0
STARD10	0	-2.016165586	0.421	0.996	0
FTL	0	-1.988675274	0.998	1	0
ERO1B	0	-1.953267694	0.858	0.99	0
PCDH7	0	-1.874492589	0.069	0.94	0
CACNA2D1	0	-1.869389635	0.076	0.964	0
VTN	0	-1.855941026	0.013	0.541	0
ASPH	0	-1.838626889	0.478	0.935	0
CADPS	0	-1.804276363	0.326	0.973	0
CTSZ	0	-1.719871542	0.256	0.936	0
ACVR1C	0	-1.696101429	0.123	0.94	0
PLD3	0	-1.660875598	0.785	0.991	0
VEGFB	0	-1.647325483	0.208	0.99	0
MT-ND5	0	-1.636427897	0.954	0.987	0
BRI3	0	-1.619544042	0.515	0.993	0
DSP	0	-1.597558195	0.486	0.976	0
BASP1	0	-1.594179268	0.005	0.916	0
FNIP2	0	-1.584591951	0.155	0.958	0
CANX	0	-1.57162266	0.521	0.984	0
RPL39	0	-1.563594647	0.692	0.998	0
QPRT	0	-1.554731339	0.025	0.952	0
JUN	0	-1.554363682	0.352	0.92	0
SLC7A2	0	-1.521699634	0.334	0.967	0
MT-CO2	0	-1.519071475	0.99	1	0
KIF5C	0	-1.517781999	0.206	0.962	0
APOB	0	-1.469008913	0	0.754	0
RAB3B	0	-1.462125838	0.391	0.967	0
RNF187	0	-1.422214016	0.196	0.935	0
F10	0	-1.410845817	0.062	0.922	0
C1QL1	0	-1.405311146	0.51	0.84	0
MAP1B	0	-1.383703242	0.589	0.98	0
CBX6	0	-1.359625522	0.283	0.972	0
CLTC	0	-1.345791335	0.337	0.975	0
CD81	0	-1.33949902	0.452	0.979	0
HSP90B1	0	-1.338647831	0.53	0.973	0
PLIN2	0	-1.329996841	0.112	0.82	0
HSPA5	0	-1.322431097	0.567	0.978	0
VIL1	0	-1.321522605	0.025	0.935	0
TMEM238	0	-1.314468991	0.008	0.936	0
BCAM	0	-1.30433161	0.378	0.96	0
MT-ND4	0	-1.289146026	1	0.999	0
ARFGEF3	0	-1.287655847	0.245	0.956	0
MT-CO3	0	-1.255233558	1	1	0
CLU	"1,00723701530865e-312"	-1.250447054	0.869	0.986	0.00E+00
PHGDH	0	-1.247196353	0.021	0.801	0
RPS6KA3	0	-1.2433353	0.133	0.932	0
ITM2A	0	-1.241863334	0.014	0.809	0
DHCR24	0	-1.223982529	0.036	0.873	0
GPC3	0	-1.217451392	0.001	0.679	0
APOA1	7.61E-147	-1.198493231	0.002	0.15	1.57E-142
GTF2I	0	-1.182438413	0.445	0.972	0
INPP5F	0	-1.181575863	0.125	0.878	0
NEFM	0	-1.178716459	0.067	0.736	0
DDX17	0	-1.168024492	0.341	0.963	0
MT-ND2	0	-1.163106616	0.997	0.998	0
SLC29A4	0	-1.159933501	0.286	0.959	0
CDV3	0	-1.155171435	0.161	0.951	0
GRN	0	-1.149206666	0.748	0.984	0
DST	0	-1.147446346	0.265	0.935	0
ATF4	0	-1.144884766	0.452	0.967	0
PLAGL1	0	-1.136215227	0.282	0.922	0
ARHGAP5	0	-1.134289084	0.157	0.939	0
EVA1B	0	-1.123975152	0.023	0.908	0
GNAI2	0	-1.119744283	0.396	0.974	0
AMN	0	-1.119000137	0.005	0.567	0
DPYSL2	0	-1.118616764	0.165	0.945	0
MAF	0	-1.118442646	0.044	0.859	0
VEGFA	0	-1.115217565	0.294	0.954	0
SET	0	-1.112972332	0.49	0.983	0
ELL2	0	-1.110802839	0.152	0.939	0
SERPINI1	0	-1.096573407	0.148	0.893	0
HMGCS1	0	-1.093508561	0.079	0.858	0
PROC	0	-1.086236451	0.056	0.874	0
DLK1	1.30E-189	-1.078174394	0.6	0.922	2.68E-185
MARCKSL1	0	-1.073439689	0.069	0.859	0
PTP4A2	0	-1.070748207	0.28	0.963	0
UQCRB	0	-1.067576806	0.785	0.996	0
MOB1B	0	-1.065454609	0.099	0.9	0
UBE2M	0	-1.064514935	0.109	0.944	0
HDLBP	0	-1.054314568	0.533	0.982	0
PALLD	0	-1.050717646	0.114	0.9	0
MTHFD2	0	-1.047055068	0.108	0.835	0
ETV1	0	-1.037885776	0.076	0.852	0
GLS	0	-1.033127385	0.071	0.896	0
CNIH2	0	-1.032106238	0.118	0.845	0
GFPT1	0	-1.029490445	0.25	0.938	0
MT-ND1	0	-1.028280852	0.999	0.994	0
LMAN1	0	-1.019242638	0.359	0.955	0
NPTN	0	-1.018873104	0.1	0.92	0
P4HB	0	-1.012936791	0.764	0.985	0
ITGB1	0	-1.012126133	0.444	0.967	0
ELOVL5	0	-1.010563926	0.278	0.95	0
CERS4	0	-1.010505521	0.18	0.933	0
VSTM2A	0	-1.004800551	0.001	0.684	0
NBEA	0	-0.9985968	0.107	0.893	0
TPGS1	0	-0.98759215	0.259	0.918	0
CERS6	0	-0.986067556	0.139	0.924	0
SSR1	0	-0.985254727	0.465	0.974	0
PSD3	0	-0.983909825	0.092	0.9	0
MAP2K2	0	-0.982227444	0.146	0.931	0
CPD	0	-0.981926343	0.162	0.916	0
WLS	0	-0.980398338	0.266	0.917	0
ASB9	0	-0.968279464	0.333	0.921	0
H1FX	0	-0.962720605	0.337	0.902	0
DYNC1H1	0	-0.961251837	0.344	0.952	0
GNAQ	0	-0.959742437	0.094	0.912	0
HOOK1	0	-0.956776645	0.123	0.925	0
GABRA2	0	-0.956429744	0.021	0.763	0
PTMS	"7,18143535384988e-314"	-0.945249131	0.638	0.967	0.00E+00
DNAJC10	0	-0.945199961	0.145	0.898	0
HMGCR	0	-0.944387554	0.115	0.896	0
PAX4	0	-0.942638372	0.007	0.796	0
CAPNS1	0	-0.942436646	0.355	0.961	0
TNRC6B	0	-0.940284781	0.222	0.93	0
STX3	0	-0.939799727	0.253	0.95	0
KLF6	0	-0.93547117	0.204	0.785	0
CHGA	2.47E-119	-0.934184078	0.935	0.982	5.10E-115
SH3KBP1	0	-0.933378937	0.022	0.841	0
CD74	0	-0.932502627	0.066	0.632	0
RRAGD	0	-0.927905861	0.304	0.955	0
EDEM3	0	-0.923605585	0.095	0.893	0
TMCC3	0	-0.922883962	0.092	0.862	0
RCN1	0	-0.919269139	0.325	0.92	0
ARID3A	0	-0.917582417	0.143	0.919	0
HNRNPU	0	-0.910487868	0.371	0.958	0
UTRN	0	-0.90969646	0.054	0.838	0
PCYOX1	0	-0.909056998	0.245	0.921	0
INSM1	0	-0.902717832	0.42	0.915	0
DICER1	0	-0.901616344	0.15	0.9	0
CD24	"1,84326538229565e-313"	-0.900773377	0.657	0.983	0.00E+00
PPP1CB	0	-0.900665897	0.287	0.954	0
ASCL1	0	-0.900098766	0.02	0.518	0
KIF12	0	-0.897321179	0.203	0.915	0
PDZK1	0	-0.894189705	0.08	0.86	0
ASS1	0	-0.894041003	0.032	0.764	0
SAT1	1.94E-173	-0.893788935	0.631	0.94	4.01E-169
APP	0	-0.892086239	0.749	0.98	0
CLCN3	0	-0.882555112	0.2	0.919	0
SHC2	0	-0.880960665	0.062	0.885	0
LARP1	0	-0.880617573	0.326	0.948	0
EIF3A	0	-0.878898375	0.323	0.944	0
GABRB3	0	-0.878820393	0.148	0.903	0
ETNK1	0	-0.877986002	0.292	0.951	0
CTSD	3.21E-303	-0.87739028	0.694	0.974	6.63E-299
GARS	0	-0.874756372	0.207	0.885	0
ATP6V1A	0	-0.87080199	0.195	0.918	0
GOLGA4	0	-0.870237509	0.372	0.937	0
ZFP36L2	0	-0.870141648	0.252	0.889	0
RRBP1	0	-0.869534754	0.172	0.83	0
APOC3	0	-0.869230994	0	0.311	0
SMC2	0	-0.867673201	0.057	0.791	0
PPP1R1A	1.50E-218	-0.867124398	0.732	0.987	3.09E-214
SEC31A	0	-0.862825577	0.335	0.943	0
HIST1H2AC	0	-0.862422922	0.154	0.868	0
SLC29A1	0	-0.861969306	0.395	0.94	0
ANKRD11	0	-0.861834905	0.147	0.895	0
PLIN3	0	-0.859677858	0.132	0.692	0
FCGRT	1.11E-301	-0.858427708	0.372	0.885	2.29E-297
BPTF	0	-0.858012938	0.165	0.904	0
G6PC2	9.77E-147	-0.856540949	0.741	0.924	2.01E-142
ROCK2	0	-0.855492721	0.057	0.867	0
GNB1	0	-0.854081022	0.438	0.966	0
TM9SF3	0	-0.853805458	0.222	0.92	0
ATP2B1	0	-0.850599105	0.292	0.932	0
TMEM132B	0	-0.850455087	0.049	0.842	0
ASNS	0	-0.850157105	0.206	0.838	0
CHODL	0	-0.84957467	0.026	0.535	0
KTN1	0	-0.847581069	0.572	0.968	0
RUFY3	0	-0.846343456	0.293	0.928	0
TBC1D4	0	-0.845544647	0.08	0.865	0
TMEM8A	0	-0.844786763	0.086	0.878	0
CDC42	0	-0.843342998	0.556	0.983	0
CTNND2	0	-0.843075055	0.018	0.825	0
MAGED1	0	-0.841297677	0.359	0.933	0
EXOSC6	0	-0.841148197	0.094	0.853	0
FARP1	0	-0.840557923	0.098	0.87	0
DCX	0	-0.840390387	0.044	0.793	0
SEC61G	0	-0.838129234	0.707	0.991	0
IMPAD1	0	-0.83790172	0.126	0.882	0
MIB1	0	-0.837775273	0.054	0.854	0
IRF2BP2	0	-0.834681229	0.292	0.942	0
SESTD1	0	-0.832971593	0.141	0.878	0
A1CF	0	-0.83281487	0.115	0.867	0
REEP3	0	-0.832602379	0.208	0.915	0
SEC61A1	0	-0.831629223	0.285	0.935	0
ARID1B	0	-0.826315332	0.179	0.896	0
KPNB1	0	-0.825327898	0.266	0.935	0
GC	3.53E-271	-0.824933993	0.073	0.465	7.29E-267
ZNF358	0	-0.823677794	0.121	0.9	0
MAZ	0	-0.823638059	0.252	0.924	0
TTC37	0	-0.823573231	0.164	0.905	0
DAAM1	0	-0.821646921	0.207	0.908	0
TM9SF2	0	-0.818616335	0.301	0.937	0
PDLIM2	0	-0.818372979	0.261	0.853	0
SMIM24	0	-0.815156721	0.142	0.734	0
BCLAF1	0	-0.814453479	0.187	0.911	0
FOXP1	0	-0.813050746	0.208	0.864	0
TMEM132A	0	-0.812662968	0.162	0.872	0
MAP4K4	0	-0.809689987	0.133	0.879	0
PKN1	0	-0.809241192	0.126	0.882	0
SEZ6L2	0	-0.809067223	0.69	0.98	0
PKM	2.66E-299	-0.808295335	0.855	0.996	5.48E-295
RAD21	0	-0.807955908	0.313	0.93	0
LCOR	0	-0.807110357	0.097	0.87	0
GOLGB1	0	-0.805309024	0.18	0.885	0
MYH10	0	-0.804484101	0.123	0.864	0
DDC	0	-0.803321569	0.094	0.853	0
TM7SF2	0	-0.803147907	0.29	0.923	0
CERS2	0	-0.802512346	0.326	0.931	0
PJA2	0	-0.80232218	0.287	0.921	0
CTDNEP1	0	-0.802002746	0.191	0.925	0
PSAT1	0	-0.800645187	0.038	0.655	0
NCKAP1	0	-0.799563515	0.221	0.913	0
PLCB4	0	-0.796602018	0.116	0.857	0
KIF21A	0	-0.790959965	0.204	0.908	0
KCNMA1	0	-0.790503641	0.335	0.957	0
USH1C	0	-0.790410911	0.117	0.831	0
PTBP3	0	-0.789716164	0.144	0.878	0
CBX5	0	-0.787637013	0.239	0.923	0
SQLE	0	-0.786410236	0.198	0.882	0
ROBO1	0	-0.78613059	0.081	0.856	0
FADS2	0	-0.781746993	0.122	0.867	0
TTC3	3.47E-285	-0.781278656	0.777	0.98	7.16E-281
MYH14	0	-0.777818792	0.274	0.911	0
ZNF292	0	-0.777232185	0.187	0.864	0
TAF10	0	-0.775785428	0.168	0.904	0
DMTN	0	-0.775696379	0.234	0.905	0
AQP7	"4,94065645841247e-324"	-0.233447154	0.027	0.409	"1,01881276828923e-319"
LGALS8	"4,94065645841247e-324"	-0.252313677	0.133	0.612	"1,01881276828923e-319"
TMEM167B	"9,88131291682493e-324"	-0.187199788	0.156	0.62	"2,03762553657847e-319"
ULK1	"9,88131291682493e-324"	-0.233706788	0.048	0.46	"2,03762553657847e-319"
AC118549.1	"1,97626258336499e-323"	-0.253521272	0.116	0.584	"4,07525107315694e-319"
CNOT1	"1,97626258336499e-323"	-0.238212128	0.126	0.597	"4,07525107315694e-319"
MAP4K5	"1,97626258336499e-323"	-0.264463931	0.083	0.535	"4,07525107315694e-319"
SOWAHC	"2,47032822920623e-323"	-0.262072413	0.055	0.477	"5,09406384144617e-319"
TRIM8	"2,96439387504748e-323"	-0.31521132	0.23	0.762	"6,11287660973541e-319"
SOX4	"3,95252516672997e-323"	-0.962765409	0.148	0.666	"8,15050214631388e-319"
NSD2	"4,44659081257122e-323"	-0.227024665	0.062	0.481	"9,16931491460311e-319"
SENP2	"4,94065645841247e-323"	-0.210469565	0.08	0.507	"1,01881276828923e-318"
SPPL2A	"5,92878775009496e-323"	-0.295808054	0.157	0.661	"1,22257532194708e-318"
DLG1	"6,42285339593621e-323"	-0.296625172	0.109	0.591	"1,324456598776e-318"
SEC24C	"6,91691904177745e-323"	-0.239879668	0.095	0.548	"1,42633787560493e-318"
CTTN	"7,90505033345994e-323"	-0.264051635	0.197	0.704	"1,63010042926278e-318"
RFLNA	"1,03753785626662e-322"	-0.176864346	0.001	0.291	"2,13950681340739e-318"
ATP5MC2	"1,38338380835549e-322"	0.856085504	0.982	0.993	"2,85267575120986e-318"
RALGPS1	"1,43279037293961e-322"	-0.235295324	0.115	0.576	"2,95455702803878e-318"
USP38	"1,72922976044436e-322"	-0.222222305	0.061	0.482	"3,56584468901232e-318"
GMFB	"2,56914135837448e-322"	-0.252926855	0.158	0.649	"5,29782639510402e-318"
UBE4B	"2,81617418129511e-322"	-0.213319873	0.121	0.58	"5,80723277924864e-318"
DAPK1	"3,16202013338398e-322"	-0.254307765	0.055	0.475	"6,5204017170511e-318"
SYNRG	"5,78056805634258e-322"	-0.248430457	0.118	0.586	"1,1920109388984e-317"
ARL10	"6,66988621885683e-322"	-0.236144102	0.038	0.431	"1,37539723719047e-317"
SLC30A1	"7,85564376887582e-322"	-0.27606573	0.047	0.46	"1,61991230157988e-317"
NBR1	"8,64614880222181e-322"	-0.283413055	0.171	0.676	"1,78292234450616e-317"
USP33	"8,64614880222181e-322"	-0.245205628	0.118	0.583	"1,78292234450616e-317"
BTBD3	"1,17587623710217e-321"	-0.496208281	0.193	0.743	"2,42477438852838e-317"
GALNT2	"1,49701890689898e-321"	-0.186304781	0.08	0.496	"3,08700268791638e-317"
PITRM1	"1,6254759748177e-321"	-0.208214188	0.115	0.564	"3,35189400767158e-317"
DDX42	"1,76381435565325e-321"	-0.235695377	0.126	0.598	"3,63716158279257e-317"
VKORC1L1	"2,12448227711736e-321"	-0.248242139	0.099	0.556	"4,38089490364371e-317"
CACUL1	"3,84877138110331e-321"	-0.316945371	0.252	0.783	"7,93655146497314e-317"
MBOAT7	"5,05429155695595e-321"	-0.294426754	0.17	0.675	"1,04224546195989e-316"
TMEM115	"5,785508712801e-321"	-0.193234228	0.154	0.616	"1,19302975166669e-316"
TEX2	"5,97819431467908e-321"	-0.217228749	0.052	0.456	"1,23276344962997e-316"
DMWD	"6,66988621885683e-321"	-0.196246246	0.044	0.436	"1,37539723719047e-316"
C2orf72	"1,01234050832871e-320"	-0.17503457	0.008	0.325	"2,08754736222464e-316"
ATRN	"1,23219972072807e-320"	-0.214434984	0.067	0.483	"2,54091904411335e-316"
ZDHHC5	"2,21440222466047e-320"	-0.179634553	0.034	0.399	"4,56631882747235e-316"
ALCAM	"3,7647802213103e-320"	-0.595353734	0.333	0.888	"7,76335329436397e-316"
WRN	"4,57751820871915e-320"	-0.210713921	0.033	0.41	"9,43930029819976e-316"
FAM222B	"7,93420020656458e-320"	-0.233571775	0.118	0.582	"1,63611142459568e-315"
GPAT4	"9,37736595806686e-320"	-0.285804381	0.157	0.658	"1,93370663421297e-315"
ZADH2	"1,03225135385612e-319"	-0.258175689	0.131	0.608	"2,1286055167867e-315"
KDM3B	"1,38343321492007e-319"	-0.173944187	0.046	0.427	"2,85277763248669e-315"
CHD9	"1,65907243873491e-319"	-0.422575197	0.305	0.855	"3,42117327591525e-315"
TRAM1	"1,75936776484068e-319"	-0.721179746	0.461	0.947	"3,62799226787796e-315"
TMEM132D	"1,97270531071493e-319"	-0.185781099	0.023	0.371	"4,06791562122526e-315"
HEXIM1	"2,07996696242706e-319"	-0.21523734	0.103	0.544	"4,28909987322085e-315"
HIST3H2A	"2,0820420381396e-319"	-0.589077232	0.369	0.918	"4,29337888684766e-315"
CHD1	"2,18050932135576e-319"	-0.214428208	0.061	0.471	"4,49642827156771e-315"
ELP1	"2,61573174877731e-319"	-0.184203151	0.056	0.445	"5,39390043915369e-315"
TAPT1	"2,66741101533231e-319"	-0.21890897	0.04	0.431	"5,50046825471675e-315"
PFKL	"5,64262492802371e-319"	-0.421484977	0.226	0.774	"1,16356568640777e-314"
GBA2	"1,06429151098892e-318"	-0.222733772	0.077	0.506	"2,19467552481025e-314"
CEACAM1	"1,110970833208e-318"	-0.266846072	0.039	0.442	"2,29093295515822e-314"
WASF1	"1,16211650886549e-318"	-0.21088073	0.043	0.432	"2,39640045293152e-314"
SHC3	"1,22731835214716e-318"	-0.189507942	0.003	0.307	"2,53085317396265e-314"
CAB39	"1,81262804146237e-318"	-0.203429365	0.065	0.473	"3,73782028429954e-314"
LLGL2	"1,90637699776074e-318"	-0.308189672	0.283	0.813	"3,93114000708243e-314"
HNRNPAB	"4,45232691471944e-318"	-0.347222186	0.22	0.752	"9,18114333084295e-314"
HIST1H2AE	"5,95146536323907e-318"	-0.194095848	0.019	0.362	"1,22725167255353e-313"
FAM20C	"6,71452999061504e-318"	-0.192924103	0.038	0.418	"1,38460322936473e-313"
CREBZF	"7,76946883892819e-318"	-0.211139577	0.082	0.509	"1,60214216927538e-313"
FBXO25	"1,08758818838727e-317"	-0.354305729	0.258	0.796	"2,2427156032734e-313"
ATN1	"1,15426037103097e-317"	-0.370866233	0.195	0.734	"2,38020031110296e-313"
NAA30	"1,16264713536912e-317"	-0.218486173	0.079	0.507	"2,39749465784467e-313"
UBE2S	"1,2444209285436e-317"	-0.32702398	0.196	0.716	"2,56612039674975e-313"
PLXNB2	"1,54443833945553e-317"	-0.339137989	0.199	0.724	"3,18478629979124e-313"
MDM2	"1,89159998835928e-317"	-0.222770011	0.043	0.435	"3,90066833599566e-313"
PRKCI	"2,48388440239682e-317"	-0.20061396	0.05	0.437	"5,12201802618249e-313"
RALGDS	"2,5680702240543e-317"	-0.316342801	0.167	0.679	"5,29561760902237e-313"
RMND5A	"2,64312571257663e-317"	-0.230030316	0.087	0.528	"5,45038953190426e-313"
TENT5A	"2,8105136711907e-317"	-0.60000027	0.269	0.827	"5,79556024136235e-313"
SMAP2	"2,84541298621599e-317"	-0.238001331	0.11	0.563	"5,86752611887599e-313"
RAPGEF1	"3,29586795156448e-317"	-0.198253702	0.043	0.426	"6,79640930292111e-313"
FOXP2	"4,26237300179721e-317"	-0.288442173	0.056	0.482	"8,78943936700602e-313"
MYO6	"7,2659107098334e-317"	-0.340792705	0.204	0.727	"1,49830344747474e-312"
ZC3HAV1	"7,27102626553044e-317"	-0.246809061	0.087	0.529	"1,49935832621503e-312"
NUDT3	"7,9915844491321e-317"	-0.394351056	0.268	0.813	"1,64794462925553e-312"
SCAF8	"8,11346846769855e-317"	-0.194212499	0.045	0.429	"1,67307833272412e-312"
MYH9	"8,65778355411573e-317"	-0.283143778	0.17	0.667	"1,7853215466942e-312"
USP24	"9,30653226048825e-317"	-0.205047411	0.057	0.462	"1,91910001743528e-312"
PPP3CA	"1,14080592595685e-316"	-0.252642963	0.062	0.485	"2,35245589991563e-312"
SNX27	"1,81003157827378e-316"	-0.242994246	0.144	0.621	"3,73246611755835e-312"
TPR	"2,1650117666164e-316"	-0.359034038	0.273	0.81	"4,46447076393967e-312"
NR3C1	"2,41487820423561e-316"	-0.5361751	0.319	0.875	"4,97972034495426e-312"
NDUFA7	"4,26197671174268e-316"	0.780512306	0.736	0.418	"8,78862217728457e-312"
PSMD1	"4,33937970377465e-316"	-0.476770424	0.308	0.863	"8,94823488715371e-312"
SHOC2	"5,5980086263154e-316"	-0.263255296	0.184	0.683	"1,1543653588325e-311"
SLC39A10	"7,44922205836698e-316"	-0.214093005	0.032	0.401	"1,53610408065586e-311"
UBQLN1	"8,52730022417028e-316"	-0.32727073	0.242	0.775	"1,75841457922615e-311"
BCL7C	"8,63579081476988e-316"	-0.274566474	0.209	0.717	"1,7807864239137e-311"
ADAR	"9,00571456204318e-316"	-0.374901568	0.281	0.826	"1,85706839983892e-311"
EHMT2	"1,03398014883879e-315"	-0.221879016	0.119	0.568	"2,13217046492047e-311"
FAM171B	"1,256530882657e-315"	-0.194434923	0.042	0.42	"2,59109233312699e-311"
MAPKAPK2	"1,45253960465361e-315"	-0.262062449	0.125	0.6	"2,9952819187562e-311"
DCAF10	"1,45454072862027e-315"	-0.25728149	0.193	0.693	"2,99940843648786e-311"
ZNF467	"1,57477648490432e-315"	-0.351954301	0.149	0.661	"3,24734658952119e-311"
SRPK2	"1,64663484498847e-315"	-0.253070675	0.246	0.747	"3,39552571385072e-311"
STON2	"2,41167044350474e-315"	-0.179506181	0.02	0.363	"4,97310562155112e-311"
PLAGL2	"2,52866206594506e-315"	-0.223410515	0.052	0.457	"5,21435404618531e-311"
MPRIP	"2,98993907978465e-315"	-0.230760676	0.067	0.49	"6,16555337642393e-311"
BPHL	"3,42641703176607e-315"	-0.254339556	0.193	0.687	"7,06561456120482e-311"
ZC3H13	"4,38706379741637e-315"	-0.228565886	0.151	0.624	"9,04656425665229e-311"
KDM2A	"5,06716660630653e-315"	-0.257519064	0.087	0.537	"1,04490042588647e-310"
ICA1L	"5,10923405793254e-315"	-0.304002555	0.14	0.634	"1,05357515508627e-310"
SPG7	"5,96175848975302e-315"	-0.319301659	0.205	0.728	"1,22937421817197e-310"
MAPK3	"8,80250326707034e-315"	-0.2018701	0.175	0.642	"1,81516419870257e-310"
TASOR2	"9,15693608502459e-315"	-0.231537357	0.056	0.466	"1,88825179009292e-310"
SMAD9	"1,10992595798283e-314"	-0.471453118	0.097	0.585	"2,28877831795639e-310"
CLASP2	"1,15394898418141e-314"	-0.280890975	0.091	0.554	"2,37955820028049e-310"
KAT2B	"1,30260316963812e-314"	-0.240190547	0.062	0.485	"2,68609799611076e-310"
MMP11	"1,76478658939465e-314"	-0.231140032	0.011	0.35	"3,6391664259907e-310"
MAGI2	"1,76999120338874e-314"	-0.284207383	0.071	0.514	"3,64989886050793e-310"
ANXA2	"1,8862647681117e-314"	1.429654629	0.606	0.096	"3,88966657832314e-310"
RPS3A	"2,04486982697564e-314"	0.91270305	0.995	1	"4,21672607020647e-310"
EPM2AIP1	"2,57287065282485e-314"	-0.405133878	0.219	0.76	"5,30551657319011e-310"
SETBP1	"2,85365942059469e-314"	-0.273705262	0.094	0.551	"5,88453109120831e-310"
SLC40A1	"3,07607123204647e-314"	-0.347621437	0.066	0.513	"6,34316648760302e-310"
CDC27	"3,45345090817106e-314"	-0.212733345	0.082	0.501	"7,12136111773953e-310"
SQSTM1	1.03E-128	-0.774446646	0.849	0.98	2.12E-124
FASN	0	-0.773324633	0.138	0.868	0
TLE5	"2,74910832926929e-313"	-0.773123337	0.769	0.985	0.00E+00
PPP1R14B	0	-0.76966606	0.189	0.884	0
FAM50A	0	-0.768705486	0.295	0.937	0
ATRX	0	-0.768253651	0.334	0.922	0
TARS	0	-0.767967015	0.236	0.908	0
COPB1	0	-0.765679705	0.245	0.916	0
PHLDB2	0	-0.764620095	0.072	0.853	0
PUM1	0	-0.762931409	0.124	0.877	0
CCNY	0	-0.761886445	0.082	0.862	0
ATP2A2	0	-0.760559439	0.218	0.9	0
ONECUT2	0	-0.759210924	0.039	0.593	0
FOSB	0	-0.758995299	0.019	0.533	0
ATP1A1	5.12E-306	-0.757945837	0.549	0.958	1.06E-301
EMB	0	-0.757609224	0.087	0.775	0
BIRC6	0	-0.754492364	0.122	0.852	0
MAP3K2	0	-0.754077992	0.108	0.86	0
TCN2	0	-0.750871938	0.028	0.784	0
EIF4G2	0	-0.7495996	0.625	0.977	0
CALY	3.02E-287	-0.748451236	0.139	0.629	6.22E-283
MAN1A1	0	-0.748122909	0.21	0.802	0
TMEM65	0	-0.746356338	0.077	0.85	0
CALR	1.83E-275	-0.745740128	0.592	0.967	3.77E-271
CERT1	0	-0.745293086	0.137	0.88	0
RUNX1T1	0	-0.74430204	0.112	0.831	0
CTNNB1	0	-0.738312216	0.124	0.857	0
HSPH1	0	-0.737735909	0.162	0.878	0
SYNJ2	0	-0.737537357	0.128	0.855	0
CDK2AP1	0	-0.736957757	0.149	0.885	0
PTPRF	0	-0.731629184	0.243	0.904	0
PAPSS2	1.92E-269	-0.731603371	0.472	0.917	3.97E-265
