hgnc_symbol	sc_beta_scRNA_Melton2019	h_beta_scRNA_Melton2019	SCbeta_Hbeta_scRNA_Melton2019
CEACAM5	1	3.522762642	1.816707272
CEACAM6	1	1	0
CEACAM7	1	1	0
CEACAM8	1	1	0
CEBPA	6.83162472	1	-2.772228726
CEBPB	35.53068747	34.6750362	-0.035168215
CEBPD	2.994684809	190.6436253	5.992330314
CEBPG	90.30846377	36.95447085	-1.289112288
CEBPZ	45.2634131	42.13500415	-0.103326108
CEBPZOS	13.44488701	56.36420227	2.067721546
CECR1	1.528537038	93.18052556	5.929805052
CECR2	13.69444407	1.726844432	-2.987380677
CECR3	1	1	0
CECR6	26.76499548	2.003139541	-3.740012579
CEL	1	9.808476375	3.294029049
CELA2A	1	27.90580602	4.802493412
CELA2B	1	1.381475546	0.466210024
CELA3A	1	97.80846864	6.61188748
CELA3B	1	23.4160105	4.549423393
CELF1	631.0362396	126.8194551	-2.314946776
CELF2	98.26309529	16.64678033	-2.561406514
CELF3	75.74056996	83.37204919	0.138497518
CELF4	372.214366	53.60125117	-2.795795157
CELF5	28.32472715	15.05808345	-0.911523899
CELF6	4.180080879	8.565148384	1.034947383
CELSR1	2.807517008	1	-1.489294763
CELSR2	31.84972073	6.285713733	-2.341132247
CELSR3	60.76714591	16.99214921	-1.838423194
CEMIP	1	1	0
CEND1	1.216590704	1	-0.282843885
CENPA	1	1	0
CENPB	138.9720919	94.49292733	-0.556516938
CENPBD1	12.66502117	22.17268251	0.807933833
CENPC	13.28891384	19.89324786	0.582055644
CENPE	1	1	0
CENPF	1	9.67032882	3.273564946
CENPH	1.341369237	4.420721746	1.720575509
CENPI	1	1	0
CENPJ	2.18362434	1	-1.126724683
CENPK	1.029422903	98.70642774	6.583236345
CENPL	2.401986774	18.09732965	2.913476724
CENPM	1	1	0
CENPN	1.996456539	2.832024869	0.504392268
CENPO	11.23006803	1.5196231	-2.885581214
CENPP	1.715704838	4.489795524	1.387848363
CENPQ	7.143571054	4.213500415	-0.761626187
CENPS	21.33712926	24.38304338	0.192512122
CENPT	9.670336362	6.976451506	-0.471072659
CENPU	1	1	0
CENPV	66.47576383	9.186812379	-2.855192179
CENPW	3.524993577	4.973311965	0.496586302
CENPX	45.70013797	38.26687262	-0.25610252
CEP104	24.83092821	30.59968334	0.301378531
CEP112	16.22120938	19.47880519	0.264023803
CEP120	8.141799324	10.01569771	0.298843357
CEP126	68.06669013	34.26059353	-0.990398813
CEP128	1	1	0
CEP131	2.901100909	2.210360873	-0.392318548
CEP135	7.861047623	6.147566179	-0.354706229
CEP152	1	9.808476375	3.294029049
CEP162	4.242470146	4.07535286	-0.057979529
CEP164	42.83023169	11.94976347	-1.841647419
CEP170	90.21487987	25.41915004	-1.827449618
CEP170B	48.47646034	24.10674827	-1.007847299
CEP19	5.084725248	15.817895	1.637315897
CEP192	14.50550454	6.216639956	-1.222393546
CEP250	20.86920976	35.98743797	0.786117425
CEP290	35.43710357	16.23233766	-1.12638991
CEP295	7.049987154	4.144426637	-0.766448104
CEP295NL	1	5.59497596	2.484131932
CEP350	83.22728198	32.32652777	-1.364337968
CEP41	39.64837908	49.80219342	0.328947397
CEP44	13.97519577	10.6373617	-0.393728118
CEP55	1	2.210360873	1.14428193
CEP57	51.65831295	25.28100249	-1.030946856
CEP57L1	4.928752081	7.598115502	0.624419229
CEP63	21.11876683	26.31710915	0.317475427
CEP68	69.12730767	20.92935452	-1.723727919
CEP70	6.457289119	9.877550152	0.613224643
CEP72	3.400215043	1.795918209	-0.920904343
CEP76	8.01702079	14.09105057	0.813641056
CEP78	20.96279366	10.98273059	-0.932594204
CEP83	13.85041724	8.427000829	-0.716838266
CEP85	8.578524192	9.946623929	0.213477456
CEP85L	12.66502117	4.697016856	-1.431032813
CEP89	9.389584661	24.45211716	1.380826137
CEP95	18.71678005	9.67032882	-0.95269541
CEP97	37.15280841	9.117738602	-2.026723315
CEPT1	32.4736134	16.30141144	-0.994271041
CER1	1	1	0
CERCAM	48.60123888	34.39874109	-0.498637323
CERK	66.07023359	117.2872738	0.827974133
CERKL	39.33643275	15.26530478	-1.365609738
CERNA1	3.493798944	2.003139541	-0.802533664
CERS1	14.97342404	1.243327991	-3.590125331
CERS2	149.0167639	101.1240099	-0.55934906
CERS3	1	1	0
CERS4	39.36762738	17.89010832	-1.137847644
CERS5	8.453745658	20.23861675	1.259448076
CERS6	256.7942224	94.00941089	-1.449735652
CES1	1	1	0
CES2	73.24499928	59.88696491	-0.290488247
CES3	1	1	0
CES4A	14.06877967	11.39717325	-0.303821146
CES5A	1	1	0
CETN2	129.9568428	72.25117104	-0.846939725
CETN3	24.58137114	22.44897762	-0.130915648
CETP	1	1	0
CFAP100	1	1	0
CFAP126	2.214818973	5.318680851	1.263879684
CFAP157	1	1.5196231	0.603713548
CFAP161	1	1	0
CFAP20	104.6268005	57.88382537	-0.854020277
CFAP206	2.27720824	1.450549323	-0.650666873
CFAP221	2.18362434	12.7786488	2.548938707
CFAP36	30.28998906	97.80846864	1.691118328
CFAP43	1.653315572	1.657770655	0.003882309
CFAP44	3.992913078	3.246467532	-0.298570885
CFAP45	1.902872639	1.243327991	-0.613972073
CFAP46	1.403758504	1.243327991	-0.175087832
CFAP47	1	1	0
CFAP52	1	1	0
CFAP53	1	3.522762642	1.816707272
CFAP54	1.060617536	5.525902183	2.381305517
CFAP57	1	1	0
CFAP58	1	1	0
CFAP61	1	5.180533297	2.37310062
CFAP65	25.04929064	28.38932246	0.180578669
CFAP69	1.123006803	3.246467532	1.531504113
CFAP70	8.360161758	5.940344847	-0.492984173
CFAP73	1	1	0
CFAP74	1	24.79748605	4.632121963
CFAP77	4.55441648	1.312401768	-1.795056782
CFAP97	56.930206	38.68131528	-0.557557468
CFAP99	1	1.657770655	0.72924443
CFB	1	1.795918209	0.844721648
CFC1	27.45127741	119.3594872	2.120368052
CFC1B	1	6.35478751	2.667843886
CFD	2.246013607	3.039246201	0.43634688
CFDP1	227.0969313	101.8838215	-1.156383233
CFH	1	1	0
CFHR1	1	1	0
CFHR3	1	1	0
CFI	1	15.47252611	3.951636852
CFL1	1193.06995	455.9560039	-1.387712103
CFL2	44.45235263	49.59497209	0.157934093
CFLAR	9.982282696	85.85870517	3.104522749
CFP	1	1.5196231	0.603713548
CFTR	1	1	0
CGA	1.27897997	1	-0.354993671
CGB7	1	1	0
CGGBP1	126.2446815	41.23704504	-1.614209749
CGN	18.03049812	3.108319978	-2.536232323
CGNL1	27.38888815	1.312401768	-4.383309353
CGREF1	3.46260431	1	-1.791857533
CGRRF1	27.95039155	18.78806742	-0.573051818
CH25H	1	1	0
CHAC1	54.74658166	6.562008842	-3.060559444
CHAC2	3.618577477	3.937205305	0.121749282
CHAD	1	1.243327991	0.314206931
CHADL	5.459060849	1	-2.448652778
CHAF1A	1.310174604	1	-0.389759089
CHAF1B	1	16.78492788	4.069094433
CHAMP1	19.52784052	10.77550926	-0.857776365
CHCHD1	36.56011037	53.32495607	0.544540446
CHCHD10	100.7274713	187.5353053	0.89670502
CHCHD2	231.6825424	739.711081	1.674812548
CHCHD3	66.35098529	30.18524067	-1.136274585
CHCHD4	14.13116894	18.51177231	0.389562214
CHCHD5	24.61256577	46.76294722	0.925970797
CHCHD6	32.87914363	18.09732965	-0.861395887
CHCHD7	44.17160093	50.42385742	0.190987367
CHD1	42.45589609	12.01883725	-1.820667592
CHD1L	69.18969694	42.48037303	-0.703760787
CHD2	76.86357676	49.24960321	-0.642188011
CHD3	106.8104248	63.82417021	-0.742877682
CHD4	130.9550711	103.886961	-0.334057336
CHD5	1.871678005	2.072213319	0.146840263
CHD6	68.37863647	26.66247803	-1.358734782
CHD7	151.4187506	50.42385742	-1.586365476
CHD8	105.2194985	24.31396961	-2.113544721
CHD9	163.553463	46.62479967	-1.810592875
CHDH	27.95039155	48.00627521	0.780354509
CHEK1	2.214818973	4.282574192	0.951289454
CHEK2	4.398443313	12.36420613	1.491104688
CHERP	43.42292973	21.13657585	-1.03871539
CHFR	37.83909034	60.09418624	0.667348019
CHGA	29538.41675	3442.08447	-3.101238093
CHGB	184.3290889	1502.354656	3.02686976
CHI3L1	1	1	0
CHI3L2	1	1	0
CHIC1	39.24284885	12.91679635	-1.603181484
CHIC2	23.20880727	9.601255043	-1.273377475
CHID1	46.35522527	73.70172037	0.668966324
CHIT1	1	1	0
CHKA	59.76891764	15.12715723	-1.982254523
CHKB	11.69798753	20.30769052	0.795765823
CHL1	7.705074456	6.078492401	-0.34209535
CHM	59.73772301	31.42856867	-0.926565679
CHML	8.734497359	2.003139541	-2.124461759
CHMP1A	34.68843237	25.69544515	-0.432941998
CHMP1B	76.89477139	73.35635148	-0.067963617
CHMP2A	55.30808506	201.6954297	1.866616096
CHMP2B	56.02556163	51.80533297	-0.112984586
CHMP3	199.8328217	210.8822421	0.077644055
CHMP4A	5.615034016	33.56985576	2.57979967
CHMP4B	271.0501698	236.9921299	-0.193720761
CHMP4C	37.65192254	23.27786295	-0.693764916
CHMP5	116.0128417	69.41914617	-0.740878983
CHMP6	13.35130311	9.463107488	-0.49659464
CHMP7	45.98088967	30.46153578	-0.5940457
CHN1	61.85895808	66.65619508	0.107756433
CHN2	31.06985489	28.66561757	-0.116194143
CHODL	17.65616252	2.624803537	-2.749890466
CHORDC1	38.71254008	25.97174026	-0.575858285
CHP1	90.83877253	99.12087041	0.125880645
CHP2	1	1	0
CHPF	93.61509491	212.2637176	1.181044711
CHPF2	43.11098339	39.30297928	-0.133416795
CHPT1	43.20456729	27.0769207	-0.674120154
CHRAC1	21.02518293	35.71114286	0.764255952
CHRD	2.932295542	1.934065764	-0.600393666
CHRDL1	1	1	0
CHRDL2	1	1	0
CHRFAM7A	1	1	0
CHRM1	1	1	0
CHRM2	1	1	0
CHRM3	2.37079214	3.937205305	0.731802764
CHRM5	1	1.243327991	0.314206931
CHRNA1	1.653315572	1	-0.725362121
CHRNA10	1.746899472	1	-0.804796588
CHRNA2	10.1694505	1	-3.346169821
CHRNA3	1.341369237	2.003139541	0.578556504
CHRNA4	1	1	0
CHRNA5	32.97272753	17.95918209	-0.876551585
CHRNA6	1	1	0
CHRNA7	1	3.868131528	1.951636852
CHRNA9	1	1	0
CHRNB1	5.490255483	23.76137939	2.113673399
CHRNB2	30.19640516	11.18995192	-1.432172971
CHRNB3	1	1	0
CHRNB4	1	1	0
CHRNE	1	1.795918209	0.844721648
CHST1	4.367248679	1	-2.126724683
CHST10	18.71678005	7.39089417	-1.340511441
CHST11	31.69374756	4.83516441	-2.712561407
CHST12	31.06985489	41.30611882	0.410840005
CHST13	14.44311528	1	-3.85231005
CHST14	41.05213759	17.82103454	-1.203876255
CHST15	1	1	0
CHST2	4.741584281	10.56828792	1.156300592
CHST3	1	3.177393755	1.667843886
CHST4	1	1	0
CHST5	1	1	0
CHST6	1	5.249607074	2.392209443
CHST7	8.859275893	3.522762642	-1.330481514
CHST8	3.836939911	41.99685659	3.452253271
CHST9	123.1564128	46.90109478	-1.392798247
CHSY1	11.6667929	4.697016856	-1.312591355
CHSY3	1	1	0
CHTF18	1	1	0
CHTF8	32.4736134	51.87440674	0.675755007
CHTOP	74.43039535	60.71585024	-0.293818709
CHUK	19.34067272	16.92307544	-0.192646203
CHURC1	33.93976117	129.7205537	1.93435877
CIAO1	15.69090061	17.89010832	0.189233961
CIAPIN1	69.84478424	23.62323183	-1.563946035
CIART	15.69090061	11.74254214	-0.41818339
CIB1	62.51404538	497.1930489	2.991553857
CIB2	38.99329178	12.7786488	-1.609490656
CIB4	1	1	0
CIC	69.03372377	36.81632329	-0.90695575
CIDEB	21.39951853	8.634222161	-1.309440218
CIDEC	7.736269089	6.63108262	-0.222393546
CIITA	1	7.045525283	2.816707272
CILP	1	1	0
CILP2	1	1	0
CINP	20.83801513	43.7927748	1.071475001
CIPC	25.14287454	27.9748798	0.153982332
CIR1	70.68703934	64.30768665	-0.136454525
CIRBP	743.0561682	612.7534783	-0.278164501
CISD1	169.1996917	82.4050163	-1.037922872
CISD2	89.18545696	87.72369715	-0.02384186
CISD3	16.84510205	51.66718541	1.616919126
CISH	2.18362434	17.26844432	2.983341531
CISTR	1	1	0
CIT	3.493798944	1	-1.804796588
CITED1	1	3.660910196	1.872202384
CITED2	59.55055521	225.180514	1.918895125
CITED4	20.18292783	3.591836419	-2.490341921
CIZ1	90.12129596	36.05651174	-1.321608229
CKAP2	26.07871354	4.420721746	-2.560518869
CKAP2L	1	3.937205305	1.977171944
CKAP4	114.9834188	116.1820934	0.014961898
CKAP5	103.9717132	25.5572976	-2.024383878
CKB	197.5244188	87.5855496	-1.173266247
CKLF	17.31302155	37.92150373	1.131158641
CKMT1A	22.0234112	23.89952694	0.117944118
CKMT1B	30.69551929	27.28414203	-0.169965399
CKMT2	2.932295542	1	-1.552030518
CKS1B	64.29213949	39.09575794	-0.717630283
CKS2	6.176537418	1	-2.626798286
CLASP1	64.35452876	25.97174026	-1.309098991
CLASP2	92.96000761	27.14599447	-1.77587085
CLASRP	19.24708882	23.62323183	0.295566099
CLC	1	1	0
CLCA1	1	1	0
CLCC1	25.39243161	33.84615087	0.414593218
CLCF1	1	1	0
CLCN1	1	1	0
CLCN2	2.246013607	1.381475546	-0.701156643
CLCN3	184.4850621	122.5368809	-0.590287971
CLCN4	93.86465198	33.70800332	-1.477490791
CLCN5	39.64837908	2.970172423	-3.738643297
CLCN6	61.89015272	20.03139541	-1.627446957
CLCN7	17.46899472	16.09419011	-0.118256609
CLCNKB	1	1	0
CLDN1	2.27720824	1	-1.187266225
CLDN10	1	1	0
CLDN11	1.341369237	1	-0.423706421
CLDN12	30.00923735	38.88853661	0.373938292
CLDN14	1	1	0
CLDN15	17.09465912	14.02197679	-0.285855903
CLDN16	1	3.522762642	1.816707272
CLDN18	15.56612208	1.312401768	-3.568128229
CLDN19	1	2.417582205	1.273564946
CLDN2	1	1	0
CLDN23	3.587382844	1.243327991	-1.528724786
CLDN3	170.1355307	114.5933965	-0.570160551
CLDN34	1	1	0
CLDN4	13.03935677	67.41600663	2.370218469
CLDN5	1.746899472	1	-0.804796588
CLDN6	32.87914363	1	-5.039100818
CLDN7	143.1833674	220.6907184	0.624162041
CLDN9	1	8.219779497	3.039099693
CLDND1	133.3882525	64.44583421	-1.049472604
CLDND2	1.18539607	2.27943465	0.943306869
CLEC10A	1	1	0
CLEC11A	65.75828726	12.57142747	-2.387024248
CLEC12A	1	1	0
CLEC14A	2.37079214	1	-1.24536918
CLEC16A	14.81745088	8.15070572	-0.862300391
CLEC18A	1	5.387754628	2.429684148
CLEC19A	1	1.726844432	0.788138119
CLEC1A	1	1	0
CLEC2B	1	1	0
CLEC2D	4.086496979	20.23861675	2.308174116
CLEC2L	1	1	0
CLEC3A	1	1	0
CLEC4A	2.121235073	1	-1.084904508
CLEC4E	1	1	0
CLEC4G	1	1	0
CLEC4M	1	9.324959934	3.221097527
CLEC5A	1	1	0
CLEC7A	1	2.55572976	1.353735295
CLGN	37.09041914	41.51334015	0.162528444
CLHC1	6.176537418	6.285713733	0.025278283
CLIC1	224.4765821	386.6059315	0.784298824
CLIC2	1	1	0
CLIC3	1	1	0
CLIC4	13.28891384	1.795918209	-2.887429639
CLIC5	5.084725248	1	-2.346169821
CLIC6	2.214818973	16.57770655	2.903983739
CLINT1	169.9795575	81.92149986	-1.053047218
CLIP1	51.72070222	59.54159602	0.203156031
CLIP2	9.296000761	5.59497596	-0.732478254
CLIP3	165.7370874	53.60125117	-1.628557892
CLIP4	12.44665874	15.817895	0.345799115
CLK1	80.1702079	32.32652777	-1.310347661
CLK2	54.74658166	18.64991987	-1.553599455
CLK3	19.12231029	36.05651174	0.915002996
CLK4	25.36123697	7.252746615	-1.806025761
CLLU1	1	2.003139541	1.002262925
CLLU1OS	1	1	0
CLMN	1	6.009418624	2.587225425
CLMP	1.154201437	2.210360873	0.937386898
CLN3	1.27897997	15.33437856	3.583704125
CLN5	32.847949	57.12401382	0.798294061
CLN6	4.835168181	17.89010832	1.887524146
CLN8	47.32225891	37.36891351	-0.340680323
CLNK	1	8.496074606	3.086796435
CLNS1A	62.17090442	39.09575794	-0.669227489
CLOCK	196.4638013	60.16326002	-1.70730887
CLP1	15.62851135	7.114599061	-1.135326003
CLPB	2.589154574	4.282574192	0.725997142
CLPP	56.4622865	80.26372921	0.507460635
CLPS	23.2400019	32.25745399	0.473022388
CLPSL1	1	1	0
CLPSL2	1	1	0
CLPTM1	152.4481735	108.5839779	-0.489507624
CLPTM1L	94.30137684	57.60753026	-0.711021427
CLPX	46.60478234	18.78806742	-1.310661328
CLRN3	2.745127741	1	-1.456873285
CLSPN	1	45.45054545	5.506225703
CLSTN1	136.7260783	124.6090942	-0.133879077
CLSTN2	14.97342404	3.31554131	-2.175087832
CLSTN3	159.9348856	49.80219342	-1.68320347
CLTA	196.1830496	184.1506902	-0.091313592
CLTB	193.2507541	83.37204919	-1.212838343
CLTC	588.6115381	244.5902454	-1.266948954
CLTCL1	3.836939911	2.832024869	-0.438122238
CLU	2106.760763	503.8932053	-2.063836588
CLUAP1	35.31232504	62.44269467	0.822360983
CLUH	28.97981445	19.47880519	-0.573143171
CLUL1	6.238926685	2.624803537	-1.249088413
CLVS1	1	1	0
CLVS2	4.866362814	1	-2.282843885
CLYBL	4.741584281	6.492935065	0.453501601
CMAHP	1	1	0
CMAS	151.5123345	101.1240099	-0.58330967
CMBL	8.172993957	25.97174026	1.668006113
CMC1	12.19710167	24.79748605	1.0236555
CMC2	73.12022075	55.88068583	-0.387920699
CMC4	1	1.657770655	0.72924443
CMIP	486.4803083	125.0926107	-1.959384838
CMKLR1	1	1	0
CMPK1	86.34674532	75.4285648	-0.195030823
CMPK2	16.00284695	7.114599061	-1.169474225
CMSS1	9.982282696	17.40659188	0.802192092
CMTM1	1	1	0
CMTM2	1	1	0
CMTM3	55.12091726	2.003139541	-4.782265066
CMTM4	70.87420714	48.55886543	-0.545525977
CMTM6	423.2487863	129.7205537	-1.706098844
CMTM7	5.178309149	17.19937054	1.731802764
CMTM8	104.5644112	73.08005637	-0.516842258
CMTR1	24.58137114	23.76137939	-0.048946802
CMTR2	34.40768067	13.53846035	-1.345666968
CMYA5	2.713933108	1.243327991	-1.126178231
CNBD2	6.894013987	13.95290301	1.017149187
CNBP	32.09927779	111.1397077	1.791761607
CNDP1	1	2.970172423	1.570546684
CNDP2	202.5779495	108.4458303	-0.901502562
CNEP1R1	19.34067272	12.7786488	-0.597902682
CNFN	28.66786812	2.27943465	-3.652686669
CNGA1	1	1.036106659	0.051172525
CNGA3	50.44172225	11.53532081	-2.128559408
CNGB1	1.622120938	2.624803537	0.694328059
CNIH1	315.0034083	97.80846864	-1.687336149
CNIH2	1092.186505	303.5101774	-1.847402437
CNIH3	1.27897997	3.31554131	1.374250759
CNIH4	62.91957562	42.2731517	-0.573767263
CNKSR1	22.52252533	9.808476375	-1.199267644
CNKSR2	7.892242257	10.70643548	0.439971094
CNKSR3	47.22867501	39.51020061	-0.25743789
CNMD	1	1.726844432	0.788138119
CNN1	1	1	0
CNN2	7.580295922	2.624803537	-1.530044727
CNN3	39.96032542	7.874410611	-2.343324483
CNNM1	8.734497359	14.2982719	0.711044204
CNNM2	46.91672867	23.76137939	-0.981483834
CNNM3	37.02802988	13.12401768	-1.496408348
CNNM4	11.23006803	7.598115502	-0.56365312
CNOT1	164.7076645	58.43641558	-1.494968098
CNOT10	23.8015053	18.8571412	-0.335941843
CNOT11	77.33149626	36.05651174	-1.100796296
CNOT2	91.33788667	53.04866096	-0.783897074
CNOT3	53.15565536	32.18838022	-0.723683212
CNOT4	41.33288929	35.43484775	-0.222121366
CNOT6	74.33681145	14.02197679	-2.406387056
CNOT6L	65.85187116	25.83359271	-1.34997614
CNOT7	492.7192349	190.436404	-1.371456501
CNOT8	15.84687378	18.99528875	0.261443385
CNOT9	72.62110661	39.85556949	-0.865607571
CNP	85.50449022	290.8006024	1.765958168
CNPPD1	85.78524192	35.5729953	-1.269947018
CNPY1	1	1.726844432	0.788138119
CNPY2	101.9128674	155.9685891	0.613919295
CNPY3	63.85541462	68.93562973	0.110440882
CNPY4	20.96279366	15.817895	-0.406273371
CNR1	2.682738475	1	-1.423706421
CNR2	1	3.177393755	1.667843886
CNRIP1	3.680966744	60.92307157	4.048832059
CNST	47.63420524	18.99528875	-1.326356275
CNTD1	1	1	0
CNTD2	10.88692707	1	-3.444524893
CNTF	1	1	0
CNTFR	1	1	0
CNTLN	6.020564251	6.285713733	0.062177866
CNTN1	45.13863457	85.72055761	0.925278457
CNTN2	1	15.12715723	3.919068989
CNTN3	5.802201817	2.348508428	-1.304855707
CNTN4	12.7897997	10.29199282	-0.313471316
CNTN5	1	8.979591047	3.166649743
CNTN6	1	1	0
CNTNAP1	1.466147771	2.27943465	0.636645531
CNTNAP2	21.3683239	2.003139541	-3.415138919
CNTNAP3	1	3.039246201	1.603713548
CNTNAP3B	1.653315572	12.08791103	2.87013092
CNTNAP4	3.244241876	1	-1.697881384
CNTNAP5	1.060617536	2.486655982	1.229302423
CNTRL	13.50727627	4.627943078	-1.545293761
CNTROB	12.82099434	9.877550152	-0.376282984
COA1	37.58953328	30.53060956	-0.300074609
COA3	108.9940492	135.1773822	0.310604411
COA4	77.76822113	78.32966344	0.010378021
COA5	54.74658166	35.5729953	-0.62198643
COA6	31.28821733	18.51177231	-0.757176437
COA7	6.176537418	19.27158386	1.641604955
COASY	28.29353252	37.78335618	0.417278545
COBL	51.28397735	25.90266648	-0.985407535
COBLL1	62.32687758	34.0533722	-0.872056768
COCH	16.40837718	1.588696878	-3.36851677
COG1	81.72993957	58.16012048	-0.49083441
COG2	35.15635187	35.22762642	0.0029219
COG3	39.27404348	29.4945029	-0.413130045
COG4	24.42539797	30.1161669	0.302156091
COG5	34.9067948	22.58712517	-0.628007232
COG6	46.51119844	49.31867698	0.084555985
COG7	16.22120938	21.8963874	0.43281148
COG8	22.5849146	31.98115888	0.501862759
COIL	38.30700985	17.89010832	-1.098446294
COL10A1	1	1	0
COL11A1	1	1	0
COL11A2	1	1	0
COL12A1	1	1	0
COL13A1	1	1	0
COL14A1	1	1	0
COL15A1	1	1	0
COL16A1	1.996456539	1.5196231	-0.393728118
COL17A1	1	1	0
COL18A1	15.69090061	1.934065764	-3.020219405
COL19A1	1	1	0
COL1A1	5.334282316	13.53846035	1.343697592
COL1A2	7.642685189	1.934065764	-1.982442754
COL20A1	1	1	0
COL21A1	1	1	0
COL22A1	7.361933488	1	-2.880084716
COL23A1	1	1	0
COL24A1	1	1	0
COL25A1	1	1	0
COL26A1	10.7309539	1	-3.423706421
COL27A1	37.99506351	44.48351257	0.227458723
COL28A1	1	3.937205305	1.977171944
COL2A1	1.029422903	1	-0.041835786
COL3A1	2.027651173	1.036106659	-0.968636954
COL4A1	2.464376041	1	-1.301222415
COL4A2	33.15989533	3.177393755	-3.383523662
COL4A3	1	1	0
COL4A3BP	80.88768447	30.59968334	-1.402403339
COL4A4	1	1	0
COL4A5	22.17938437	1	-4.471147416
COL4A6	16.93868595	1	-4.082250054
COL5A1	2.713933108	1.174254214	-1.208640391
COL5A2	24.48778724	1.381475546	-4.147780486
COL5A3	1	1	0
COL6A1	140.4382397	17.3375181	-3.017966524
COL6A2	7.018792521	6.009418624	-0.223997432
COL6A3	1	3.453688864	1.788138119
COL6A6	2.027651173	1	-1.019809479
COL7A1	1.622120938	1	-0.697881384
COL8A1	1	3.937205305	1.977171944
COL8A2	1	1	0
COL9A1	1	1	0
COL9A2	7.299544221	4.973311965	-0.553599455
COL9A3	1	1	0
COLCA1	4.959946715	7.252746615	0.548202826
COLCA2	5.490255483	2.693877314	-1.027189137
COLEC10	1	1	0
COLEC11	1	1	0
COLEC12	1	20.23861675	4.339038784
COLGALT1	26.51543841	18.16640343	-0.545559779
COLGALT2	2.27720824	13.88382923	2.608067396
COLQ	1.216590704	1	-0.282843885
COMMD1	28.88623055	36.74724952	0.347254315
COMMD10	33.90856653	10.91365681	-1.635515214
COMMD2	40.92735905	25.21192871	-0.698959088
COMMD3	85.91002045	66.10360486	-0.378097466
COMMD4	47.66539987	43.93092235	-0.11770561
COMMD5	49.81782958	28.04395358	-0.828972417
COMMD6	104.1276864	116.7346836	0.164879555
COMMD7	80.5445435	40.68445482	-0.985309198
COMMD8	56.24392407	24.0376745	-1.226399922
COMMD9	108.8068814	55.46624316	-0.972087884
COMP	1	4.351647969	2.121561853
COMT	123.0940235	66.17267864	-0.895453132
COMTD1	19.65261906	59.67974358	1.602519747
COPA	332.1916513	191.1962155	-0.796961848
COPB1	161.1202816	82.95760652	-0.957691935
COPB2	76.11490556	106.4426908	0.483825977
COPE	142.8402265	200.4521017	0.488855218
COPG1	164.2709396	114.2480276	-0.523908024
COPG2	18.84155859	14.09105057	-0.419139134
COPRS	108.5573243	111.5541503	0.039287122
COPS2	124.840923	55.39716938	-1.172206762
COPS3	128.2099434	56.22605471	-1.189197431
COPS4	86.75227555	68.31396574	-0.344721055
COPS5	45.38819163	56.5714236	0.317756467
COPS6	93.89584661	95.1836651	0.019652664
COPS7A	68.72177744	66.37989997	-0.050020896
COPS7B	46.88553404	19.47880519	-1.267237678
COPS8	36.02980161	38.40502017	0.0921042
COPS9	98.82459869	89.79591047	-0.138220449
COPZ1	197.7739759	301.9214805	0.610320801
COPZ2	1	6.35478751	2.667843886
COQ10A	45.5441648	44.27629124	-0.040731844
COQ10B	37.96386888	54.70643161	0.527083431
COQ2	18.31124982	8.91051727	-1.039149174
COQ3	2.37079214	4.213500415	0.829650087
COQ4	17.18824302	31.29042111	0.864298995
COQ5	47.97734621	25.83359271	-0.893105065
COQ6	23.73911604	26.38618292	0.152516448
COQ7	5.677423283	17.61381321	1.63339906
COQ8A	20.21412246	21.62009229	0.097009107
COQ8B	25.67318331	16.50863277	-0.637041549
COQ9	10.85573243	13.19309146	0.281325595
CORIN	1	1.5196231	0.603713548
CORO1A	3.992913078	1	-1.997441666
CORO1B	101.4137533	61.82103067	-0.714083705
CORO1C	21.52429706	13.81475546	-0.639756099
CORO2A	7.455517389	16.78492788	1.170785959
CORO2B	72.05960321	5.456828406	-3.723056125
CORO6	1	1	0
CORO7	26.64021694	36.54002818	0.455871916
CORT	1	1	0
COTL1	162.7112079	63.82417021	-1.35013885
COX10	48.25809791	7.943484388	-2.602927167
COX11	46.35522527	42.8948157	-0.111928679
