ensembl_gene_id	Gene.name	UniProt.accession	Annotated.category	mean_tpm	hgnc_symbol	gene_biotype	description
ENSG00000099840	IZUMO4	Q1ZYL8	Locally secreted in male tissues	0.8373400803525164	IZUMO4	protein_coding	IZUMO family member 4 [Source:HGNC Symbol;Acc:HGNC:26950]
ENSG00000099985	OSM	P13725	Secreted to blood	0.06505438629213484	OSM	protein_coding	oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506]
ENSG00000099998	GGT5	P36269	Intracellular or membrane-bound	6.657937335413536	GGT5	protein_coding	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]
ENSG00000100031	GGT1	P19440	Intracellular or membrane-bound	20.38941889954745	GGT1	protein_coding	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250]
ENSG00000100060	MFNG	O00587	Intracellular or membrane-bound	1.4927889123367908	MFNG	protein_coding	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]
ENSG00000100078	PLA2G3	Q9NZ20	Secreted to blood	0.008482776404494382	PLA2G3	protein_coding	phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]
ENSG00000100097	LGALS1	P09382	Secreted to blood	174.85842795728698	LGALS1	protein_coding	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000100147	CCDC134	Q9H6E4	Secreted to blood	0.09276	CCDC134	protein_coding	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]
ENSG00000100201	DDX17	Q92841	Intracellular or membrane-bound	33.84544208120888	DDX17	protein_coding	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]
ENSG00000100228	RAB36	O95755	Intracellular or membrane-bound	0.3857136741573034	RAB36	protein_coding	RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9775]
ENSG00000100234	TIMP3	P35625	Locally secreted to extracellular matrix	NA	TIMP3	protein_coding	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]
ENSG00000100299	ARSA	P15289	Intracellular or membrane-bound	6.241411009309725	ARSA	protein_coding	arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]
ENSG00000100311	PDGFB	P01127	Secreted to blood	6.48672172247191	PDGFB	protein_coding	platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]
ENSG00000100312	ACR	P10323	Locally secreted in male tissues	0.06907425421876742	ACR	protein_coding	acrosin [Source:HGNC Symbol;Acc:HGNC:126]
ENSG00000100336	APOL4	Q9BPW4	Secreted to blood	3.1034813330362234	APOL4	protein_coding	apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]
ENSG00000100342	APOL1	O14791	Secreted to blood	36.374077811421714	APOL1	protein_coding	apolipoprotein L1 [Source:HGNC Symbol;Acc:HGNC:618]
ENSG00000100350	FOXRED2	Q8IWF2	Intracellular or membrane-bound	2.00987443725693	FOXRED2	protein_coding	FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]
ENSG00000100399	CHADL	Q6NUI6	Locally secreted to extracellular matrix	0.15159024034325844	CHADL	protein_coding	chondroadherin like [Source:HGNC Symbol;Acc:HGNC:25165]
ENSG00000100448	CTSG	P08311	Intracellular or membrane-bound	0.02651396741573034	CTSG	protein_coding	cathepsin G [Source:HGNC Symbol;Acc:HGNC:2532]
ENSG00000100450	GZMH	P20718	Secreted to blood	0.0636913584269663	GZMH	protein_coding	granzyme H [Source:HGNC Symbol;Acc:HGNC:4710]
ENSG00000100453	GZMB	P10144	Secreted to blood	0.3624639374605175	GZMB	protein_coding	granzyme B [Source:HGNC Symbol;Acc:HGNC:4709]
ENSG00000100473	COCH	O43405	Locally secreted to extracellular matrix	5.401262185829796	COCH	protein_coding	cochlin [Source:HGNC Symbol;Acc:HGNC:2180]
ENSG00000100593	ISM2	Q6H9L7	Locally secreted in female tissues	0.07560967831460674	ISM2	protein_coding	isthmin 2 [Source:HGNC Symbol;Acc:HGNC:23176]
ENSG00000100600	LGMN	Q99538	Intracellular or membrane-bound	57.40251744833412	LGMN	protein_coding	legumain [Source:HGNC Symbol;Acc:HGNC:9472]
ENSG00000100601	ALKBH1	Q13686	Intracellular or membrane-bound	8.581092820224718	ALKBH1	protein_coding	alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]
ENSG00000100604	CHGA	P10645	Intracellular or membrane-bound	526.1534369910113	CHGA	protein_coding	chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]
ENSG00000100665	SERPINA4	P29622	Secreted to blood	25.959345426966294	SERPINA4	protein_coding	serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948]
ENSG00000100767	PAPLN	O95428	Secreted - unknown location	1.1825954296781933	PAPLN	protein_coding	papilin, proteoglycan like sulfated glycoprotein [Source:HGNC Symbol;Acc:HGNC:19262]
ENSG00000100802	C14orf93	Q9H972	Secreted - unknown location	11.407717379060777	C14orf93	protein_coding	chromosome 14 open reading frame 93 [Source:HGNC Symbol;Acc:HGNC:20162]
ENSG00000100979	PLTP	P55058	Secreted to blood	11.03291001161681	PLTP	protein_coding	phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]
ENSG00000101017	CD40	P25942	Secreted to blood	13.687229159322044	CD40	protein_coding	CD40 molecule [Source:HGNC Symbol;Acc:HGNC:11919]
ENSG00000101074	R3HDML	Q9H3Y0	Secreted - unknown location	0.06321117415730337	R3HDML	protein_coding	R3H domain containing like [Source:HGNC Symbol;Acc:HGNC:16249]
ENSG00000101144	BMP7	P18075	Secreted to blood	0.2485658117376226	BMP7	protein_coding	bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074]
ENSG00000101160	CTSZ	Q9UBR2	Intracellular or membrane-bound	154.61817078651686	CTSZ	protein_coding	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
ENSG00000101200	AVP	P01185	Secreted to blood	0	AVP	protein_coding	arginine vasopressin [Source:HGNC Symbol;Acc:HGNC:894]
ENSG00000101203	COL20A1	Q9P218	Locally secreted to extracellular matrix	0.015329843039712663	COL20A1	protein_coding	collagen type XX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:14670]
ENSG00000101230	ISM1	B1AKI9	Locally secreted	0.2243532426966292	ISM1	protein_coding	isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
ENSG00000101280	ANGPT4	Q9Y264	Secreted to blood	0.014607790674157304	ANGPT4	protein_coding	angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]
ENSG00000101282	RSPO4	Q2I0M5	Locally secreted	0.022042414606741573	RSPO4	protein_coding	R-spondin 4 [Source:HGNC Symbol;Acc:HGNC:16175]
ENSG00000101327	PDYN	P01213	Locally secreted in brain	0.00230418202247191	PDYN	protein_coding	prodynorphin [Source:HGNC Symbol;Acc:HGNC:8820]
ENSG00000101346	POFUT1	Q9H488	Intracellular or membrane-bound	22.488401384269665	POFUT1	protein_coding	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]
ENSG00000101405	OXT	P01178	Secreted to blood	0.0018518988764044944	OXT	protein_coding	oxytocin/neurophysin I prepropeptide [Source:HGNC Symbol;Acc:HGNC:8528]
ENSG00000101425	BPI	P17213	Secreted to blood	0.014434506280898875	BPI	protein_coding	bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]
ENSG00000101435	CST9L	Q9H4G1	Locally secreted in male tissues	0.0010906269662921348	CST9L	protein_coding	cystatin 9 like [Source:HGNC Symbol;Acc:HGNC:16233]
ENSG00000101439	CST3	P01034	Secreted to blood	158.75444362921348	CST3	protein_coding	cystatin C [Source:HGNC Symbol;Acc:HGNC:2475]
ENSG00000101440	ASIP	P42127	Secreted to blood	0.016724	ASIP	protein_coding	agouti signaling protein [Source:HGNC Symbol;Acc:HGNC:745]
ENSG00000101441	CST4	P01036	Locally secreted to GI-tract	NA	CST4	protein_coding	cystatin S [Source:HGNC Symbol;Acc:HGNC:2476]
ENSG00000101443	WFDC2	Q14508	Locally secreted	19.319862033772583	WFDC2	protein_coding	WAP four-disulfide core domain 2 [Source:HGNC Symbol;Acc:HGNC:15939]
ENSG00000101446	SPINT3	P49223	Locally secreted in male tissues	0.001797943820224719	SPINT3	protein_coding	serine peptidase inhibitor, Kunitz type 3 [Source:HGNC Symbol;Acc:HGNC:11248]
ENSG00000101448	EPPIN	O95925	Locally secreted in male tissues	0.33077416741573035	EPPIN	protein_coding	epididymal peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:15932]
ENSG00000101670	LIPG	Q9Y5X9	Secreted to blood	14.04519447516854	LIPG	protein_coding	lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]
ENSG00000101680	LAMA1	P25391	Locally secreted to extracellular matrix	1.093517440713603	LAMA1	protein_coding	laminin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6481]
ENSG00000101825	MXRA5	Q9NR99	Secreted - unknown location	7.958116426966292	MXRA5	protein_coding	matrix remodeling associated 5 [Source:HGNC Symbol;Acc:HGNC:7539]
ENSG00000101938	CHRDL1	Q9BU40	Locally secreted	1.2917122209386365	CHRDL1	protein_coding	chordin like 1 [Source:HGNC Symbol;Acc:HGNC:29861]
ENSG00000101955	SRPX	P78539	Secreted - unknown location	4.9959231490941685	SRPX	protein_coding	sushi repeat containing protein X-linked [Source:HGNC Symbol;Acc:HGNC:11309]
ENSG00000102078	SLC25A14	O95258	Intracellular or membrane-bound	21.571761966433996	SLC25A14	protein_coding	solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]
ENSG00000102104	RS1	O15537	Locally secreted	0.002035673033707865	RS1	protein_coding	retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]
ENSG00000102109	PCSK1N	Q9UHG2	Secreted to blood	11.414353146067416	PCSK1N	protein_coding	proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:HGNC:17301]
ENSG00000102158	MAGT1	Q9H0U3	Intracellular or membrane-bound	14.931825943820224	MAGT1	protein_coding	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]
ENSG00000102226	USP11	P51784	Intracellular or membrane-bound	69.87396928291764	USP11	protein_coding	ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]
ENSG00000102245	CD40LG	P29965	Secreted to blood	0.014301823595505619	CD40LG	protein_coding	CD40 ligand [Source:HGNC Symbol;Acc:HGNC:11935]
ENSG00000102265	TIMP1	P01033	Secreted to blood	1763.4615192022472	TIMP1	protein_coding	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]
ENSG00000102313	ITIH6	Q6UXX5	Secreted to blood	0.0075029073033707865	ITIH6	protein_coding	inter-alpha-trypsin inhibitor heavy chain family member 6 [Source:HGNC Symbol;Acc:HGNC:28907]
ENSG00000102359	SRPX2	O60687	Secreted to blood	20.66161467187556	SRPX2	protein_coding	sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]
ENSG00000102393	GLA	P06280	Intracellular or membrane-bound	33.1084963141369	GLA	protein_coding	galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296]
ENSG00000102575	ACP5	P13686	Intracellular or membrane-bound	14.786451040949771	ACP5	protein_coding	acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]
ENSG00000102580	DNAJC3	Q13217	Intracellular or membrane-bound	73.89230602595555	DNAJC3	protein_coding	DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]
ENSG00000102595	UGGT2	Q9NYU1	Intracellular or membrane-bound	18.88137302516472	UGGT2	protein_coding	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]
ENSG00000102678	FGF9	P31371	Locally secreted	2.196683380523725	FGF9	protein_coding	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]
ENSG00000102760	RGCC	Q9H4X1	Intracellular or membrane-bound	16.292053494382024	RGCC	protein_coding	regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369]
ENSG00000102805	CLN5	O75503	Intracellular or membrane-bound	42.2879121524228	CLN5	protein_coding	CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076]
ENSG00000102837	OLFM4	Q6UX06	Locally secreted	888.0592494382023	OLFM4	protein_coding	olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]
ENSG00000102854	MSLN	Q13421	Intracellular or membrane-bound	3.118531871114765	MSLN	protein_coding	mesothelin [Source:HGNC Symbol;Acc:HGNC:7371]
ENSG00000102924	CBLN1	P23435	Locally secreted in brain	0.7510758894943774	CBLN1	protein_coding	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]
ENSG00000102962	CCL22	O00626	Secreted to blood	2.502324859550562	CCL22	protein_coding	C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]
ENSG00000102970	CCL17	Q92583	Secreted to blood	0.18574852134831463	CCL17	protein_coding	C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]
ENSG00000103023	PRSS54	Q6PEW0	Locally secreted in male tissues	0.029698448356726966	PRSS54	protein_coding	serine protease 54 [Source:HGNC Symbol;Acc:HGNC:26336]
ENSG00000103024	NME3	Q13232	Intracellular or membrane-bound	1.9259138768336197	NME3	protein_coding	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:7851]
ENSG00000103066	PLA2G15	Q8NCC3	Intracellular or membrane-bound	11.772798712099457	PLA2G15	protein_coding	phospholipase A2 group XV [Source:HGNC Symbol;Acc:HGNC:17163]
ENSG00000103175	WFDC1	Q9HC57	Locally secreted to extracellular matrix	0.3150703971910112	WFDC1	protein_coding	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]
ENSG00000103196	CRISPLD2	Q9H0B8	Secreted to blood	26.538948192134832	CRISPLD2	protein_coding	cysteine rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25248]
ENSG00000103260	METRN	Q9UJH8	Locally secreted in brain	3.4938058525779776	METRN	protein_coding	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:14151]
ENSG00000103310	ZP2	Q05996	Locally secreted in female tissues	0.014605844674741573	ZP2	protein_coding	zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]
ENSG00000103355	PRSS33	Q8NF86	Secreted to blood	0.0022741989551369663	PRSS33	protein_coding	serine protease 33 [Source:HGNC Symbol;Acc:HGNC:30405]
ENSG00000103365	GGA2	Q9UJY4	Intracellular or membrane-bound	76.6089695133846	GGA2	protein_coding	golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:HGNC:16064]
ENSG00000103489	XYLT1	Q86Y38	Secreted to blood	4.065428128089888	XYLT1	protein_coding	xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]
ENSG00000103495	MAZ	P56270	Intracellular or membrane-bound	89.32607125381678	MAZ	protein_coding	MYC associated zinc finger protein [Source:HGNC Symbol;Acc:HGNC:6914]
ENSG00000103642	LACTB	P83111	Intracellular or membrane-bound	18.708089359550563	LACTB	protein_coding	lactamase beta [Source:HGNC Symbol;Acc:HGNC:16468]
ENSG00000103811	CTSH	P09668	Intracellular or membrane-bound	1.566720226966292	CTSH	protein_coding	cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]
ENSG00000103888	CEMIP	Q8WUJ3	Locally secreted	7.610411535825329	CEMIP	protein_coding	cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]
ENSG00000103978	TMEM87A	Q8NBN3	Intracellular or membrane-bound	52.018307234868345	TMEM87A	protein_coding	transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]
ENSG00000104112	SCG3	Q8WXD2	Locally secreted in brain	221.07191711235956	SCG3	protein_coding	secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]
ENSG00000104213	PDGFRL	Q15198	Secreted - unknown location	11.308077758426966	PDGFRL	protein_coding	platelet derived growth factor receptor like [Source:HGNC Symbol;Acc:HGNC:8805]
ENSG00000104324	CPQ	Q9Y646	Secreted to blood	44.88475561239977	CPQ	protein_coding	carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:16910]
ENSG00000104332	SFRP1	Q8N474	Locally secreted	5.244352506741573	SFRP1	protein_coding	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]
ENSG00000104371	DKK4	Q9UBT3	Locally secreted	0.8169016966292135	DKK4	protein_coding	dickkopf WNT signaling pathway inhibitor 4 [Source:HGNC Symbol;Acc:HGNC:2894]
ENSG00000104413	ESRP1	Q6NXG1	Intracellular or membrane-bound	39.57057367482551	ESRP1	protein_coding	epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]
ENSG00000104415	WISP1	O95388	Locally secreted to extracellular matrix	3.1263818111235953	CCN4	protein_coding	cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]
ENSG00000104432	IL7	P13232	Secreted to blood	2.476462785028186	IL7	protein_coding	interleukin 7 [Source:HGNC Symbol;Acc:HGNC:6023]
ENSG00000104499	GML	Q99445	Intracellular or membrane-bound	0.0019248876404494382	GML	protein_coding	glycosylphosphatidylinositol anchored molecule like [Source:HGNC Symbol;Acc:HGNC:4375]
ENSG00000104518	GSDMD	P57764	Intracellular or membrane-bound	6.8362509446770545	GSDMD	protein_coding	gasdermin D [Source:HGNC Symbol;Acc:HGNC:25697]
ENSG00000104691	UBXN8	O00124	Intracellular or membrane-bound	11.003559972686382	UBXN8	protein_coding	UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307]
ENSG00000104760	FGL1	Q08830	Secreted to blood	47.71286782722345	FGL1	protein_coding	fibrinogen like 1 [Source:HGNC Symbol;Acc:HGNC:3695]
ENSG00000104763	ASAH1	Q13510	Intracellular or membrane-bound	169.25251187593892	ASAH1	protein_coding	N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]
ENSG00000104774	MAN2B1	O00754	Intracellular or membrane-bound	20.15488490914939	MAN2B1	protein_coding	mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]
ENSG00000104804	TULP2	O00295	Locally secreted in male tissues	0.17807903258426966	TULP2	protein_coding	TUB like protein 2 [Source:HGNC Symbol;Acc:HGNC:12424]
ENSG00000104805	NUCB1	Q02818	Secreted to blood	133.17677695487805	NUCB1	protein_coding	nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]
ENSG00000104818	CGB2	NA	Locally secreted	0.005906521348314607	CGB2	protein_coding	chorionic gonadotropin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:16722]
ENSG00000104826	LHB	P01229	Secreted to blood	0.02056796629213483	LHB	protein_coding	luteinizing hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:6584]
ENSG00000104827	CGB3	P0DN86	Secreted to blood	0.005688677528089887	CGB3	protein_coding	chorionic gonadotropin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1886]
ENSG00000104899	AMH	P03971	Secreted to blood	0.1136708404494382	AMH	protein_coding	anti-Mullerian hormone [Source:HGNC Symbol;Acc:HGNC:464]
ENSG00000104901	DKKL1	Q9UK85	Locally secreted in male tissues	0.15168242826130743	DKKL1	protein_coding	dickkopf like acrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:16528]
ENSG00000104918	RETN	Q9HD89	Secreted to blood	0.027339887640449437	RETN	protein_coding	resistin [Source:HGNC Symbol;Acc:HGNC:20389]
ENSG00000104921	FCER2	P06734	Secreted to blood	0.020129102466404494	FCER2	protein_coding	Fc fragment of IgE receptor II [Source:HGNC Symbol;Acc:HGNC:3612]
ENSG00000104938	CLEC4M	Q9H2X3	Intracellular or membrane-bound	0.12147907831460675	CLEC4M	protein_coding	C-type lectin domain family 4 member M [Source:HGNC Symbol;Acc:HGNC:13523]
ENSG00000104951	IL4I1	Q96RQ9	Secreted to blood	0.9457201329679775	IL4I1	protein_coding	interleukin 4 induced 1 [Source:HGNC Symbol;Acc:HGNC:19094]
ENSG00000104970	KIR3DX1	NA	Secreted - unknown location	0.04122517988764045	KIR3DX1	transcribed_unprocessed_pseudogene	killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:25043]
ENSG00000104972	LILRB1	NA	Intracellular or membrane-bound	0.08611420855875179	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]
ENSG00000105088	OLFM2	O95897	Locally secreted	18.913140830062066	OLFM2	protein_coding	olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]
ENSG00000105131	EPHX3	Q9H6B9	Intracellular or membrane-bound	0.8325424271435107	EPHX3	protein_coding	epoxide hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:23760]
ENSG00000105220	GPI	P06744	Secreted to blood	231.17490215435956	GPI	protein_coding	glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:4458]
ENSG00000105246	EBI3	Q14213	Secreted to blood	0.04543876516853933	EBI3	protein_coding	Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]
ENSG00000105329	TGFB1	P01137	Secreted to blood	25.681031056179776	TGFB1	protein_coding	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]
ENSG00000105371	ICAM4	Q14773	Intracellular or membrane-bound	0.2752479617977528	ICAM4	protein_coding	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) [Source:HGNC Symbol;Acc:HGNC:5347]
ENSG00000105388	CEACAM5	P06731	Intracellular or membrane-bound	22.537655873672573	CEACAM5	protein_coding	CEA cell adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:1817]
ENSG00000105426	PTPRS	Q13332	Secreted - unknown location	5.933426774034899	PTPRS	protein_coding	protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
ENSG00000105472	CLEC11A	Q9Y240	Locally secreted	1.7369176271910112	CLEC11A	protein_coding	C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]
ENSG00000105492	SIGLEC6	O43699	Intracellular or membrane-bound	0.3333611377481522	SIGLEC6	protein_coding	sialic acid binding Ig like lectin 6 [Source:HGNC Symbol;Acc:HGNC:10875]
ENSG00000105550	FGF21	Q9NSA1	Secreted to blood	0.017600640449438203	FGF21	protein_coding	fibroblast growth factor 21 [Source:HGNC Symbol;Acc:HGNC:3678]
