source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
INS/SST	Immune	BMP2	BMPR1B_ACVR2A	9.150992281855549e-17	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Immune	BMP2	BMPR1B_ACVR2A	1.8577268517882786e-16	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Immune	BMP2	BMPR1B_ACVR2A	3.692222257779416e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Duct	BMP2	BMPR1B_ACVR2A	2.903298689079689e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Duct	BMP2	BMPR1B_ACVR2A	3.159394144701242e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Duct	BMP2	BMPR1B_ACVR2A	1.0917661042936296e-15	0.01	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Endothelial	BMP2	BMPR1B_ACVR2A	4.3384959945494694e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Pericytes	BMP2	BMPR1B_ACVR2A	3.415255851772164e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Pericytes	BMP2	BMPR1B_ACVR2A	1.8399609625177324e-013	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Pericytes	BMP2	BMPR1B_ACVR2A	5.437869269086342e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Pericytes	BMP2	BMPR1B_ACVR2A	2.0022610525243765e-12	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Acinar	Pericytes	BMP2	BMPR1B_ACVR2A	2.0245380311953147e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Pericytes	BMP2	BMPR1B_ACVR2A	3.408260868364715e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Pericytes	BMP2	BMPR1B_ACVR2A	6.919050457054351e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
PPY	Pericytes	BMP2	BMPR1B_ACVR2A	3.961084647000139e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Delta	Pericytes	BMP2	BMPR1B_ACVR2A	3.1344746405944565e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Pericytes	BMP2	BMPR1B_ACVR2A	1.3751576059788455e-12	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Alpha	Pericytes	BMP2	BMPR1B_ACVR2A	3.0877431503545294e-13	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	INS/SST	BMP2	BMPR1B_ACVR2A	1.790243669630097e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	INS/SST	BMP2	BMPR1B_ACVR2A	5.290933467203688e-16	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	INS/SST	BMP2	BMPR1B_ACVR2A	1.948158275482767e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	INS/SST	BMP2	BMPR1B_ACVR2A	3.316166792728781e-16	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	INS/SST	BMP2	BMPR1B_ACVR2A	6.732091893549696e-16	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	INS/SST	BMP2	BMPR1B_ACVR2A	1.3379996906888748e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	INS/GCG	BMP2	BMPR1B_ACVR2A	3.4892274319533633e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	INS/GCG	BMP2	BMPR1B_ACVR2A	1.0312154991853004e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	INS/GCG	BMP2	BMPR1B_ACVR2A	3.7970067493643906e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	INS/GCG	BMP2	BMPR1B_ACVR2A	6.463287840874876e-16	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	INS/GCG	BMP2	BMPR1B_ACVR2A	1.3121006993567705e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	INS/GCG	BMP2	BMPR1B_ACVR2A	2.6077931758094725e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	PPY	BMP2	BMPR1B_ACVR2A	2.91332797234204e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Delta	BMP2	BMPR1B_ACVR2A	1.3416944156171348e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Beta	BMP2	BMPR1B_ACVR2A	2.549734935017363e-13	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Alpha	BMP2	BMPR1B_ACVR2A	4.244520184004506e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Alpha	BMP2	BMPR1B_ACVR2A	1.2544367157788014e-14	0.02	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Alpha	BMP2	BMPR1B_ACVR2A	4.618922698799356e-13	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Alpha	BMP2	BMPR1B_ACVR2A	7.862358138182383e-15	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Alpha	BMP2	BMPR1B_ACVR2A	1.5961235002506288e-14	0	BMP2_BMPR1B_ACVR2A	BMP2 - (BMPR1B+ACVR2A)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Immune	BMP2	BMPR1B_ACVR2B	2.139532899084479e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Immune	BMP2	BMPR1B_ACVR2B	6.323232089560211e-17	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Immune	BMP2	BMPR1B_ACVR2B	2.3282577638920217e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Immune	BMP2	BMPR1B_ACVR2B	3.963174439461827e-17	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Immune	BMP2	BMPR1B_ACVR2B	8.045570740027336e-17	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Immune	BMP2	BMPR1B_ACVR2B	1.5990529142776826e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Duct	BMP2	BMPR1B_ACVR2B	8.600825364704404e-17	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Duct	BMP2	BMPR1B_ACVR2B	4.633674197315921e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Duct	BMP2	BMPR1B_ACVR2B	1.3694483216214007e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Duct	BMP2	BMPR1B_ACVR2B	5.042403381502567e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Duct	BMP2	BMPR1B_ACVR2B	8.583209516181986e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Duct	BMP2	BMPR1B_ACVR2B	1.7424622709337477e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Duct	BMP2	BMPR1B_ACVR2B	3.463134515111856e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Endothelial	BMP2	BMPR1B_ACVR2B	1.5498736721942689e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Endothelial	BMP2	BMPR1B_ACVR2B	4.580537622476914e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Endothelial	BMP2	BMPR1B_ACVR2B	1.6865856149635182e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Endothelial	BMP2	BMPR1B_ACVR2B	2.87091622880102e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Endothelial	BMP2	BMPR1B_ACVR2B	5.828196553126641e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Endothelial	BMP2	BMPR1B_ACVR2B	1.1583509715345251e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Pericytes	BMP2	BMPR1B_ACVR2B	1.5180263694970745e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Pericytes	BMP2	BMPR1B_ACVR2B	8.178330940013361e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Pericytes	BMP2	BMPR1B_ACVR2B	2.4170455458673315e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Pericytes	BMP2	BMPR1B_ACVR2B	8.89972877328326e-13	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Acinar	Pericytes	BMP2	BMPR1B_ACVR2B	8.998746362630895e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Pericytes	BMP2	BMPR1B_ACVR2B	1.514917211756754e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Pericytes	BMP2	BMPR1B_ACVR2B	3.07540679286898e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
PPY	Pericytes	BMP2	BMPR1B_ACVR2B	1.7606385017271702e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Delta	Pericytes	BMP2	BMPR1B_ACVR2B	1.3932236310868288e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Pericytes	BMP2	BMPR1B_ACVR2B	6.112354677709052e-13	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Alpha	Pericytes	BMP2	BMPR1B_ACVR2B	1.3724522342874833e-13	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Acinar	BMP2	BMPR1B_ACVR2B	2.1300044710113294e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	INS/SST	BMP2	BMPR1B_ACVR2B	9.195340165244288e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	INS/SST	BMP2	BMPR1B_ACVR2B	2.7176151407706255e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	INS/SST	BMP2	BMPR1B_ACVR2B	1.0006446799928473e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	INS/SST	BMP2	BMPR1B_ACVR2B	1.7033034229407201e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	INS/SST	BMP2	BMPR1B_ACVR2B	3.457846327567003e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	INS/SST	BMP2	BMPR1B_ACVR2B	6.872451223020757e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	INS/GCG	BMP2	BMPR1B_ACVR2B	1.957890541971942e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	INS/GCG	BMP2	BMPR1B_ACVR2B	5.786401465545073e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	INS/GCG	BMP2	BMPR1B_ACVR2B	2.130593017356e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	INS/GCG	BMP2	BMPR1B_ACVR2B	3.6267083130753467e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	INS/GCG	BMP2	BMPR1B_ACVR2B	7.362516773360822e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	INS/GCG	BMP2	BMPR1B_ACVR2B	1.463296300943517e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	PPY	BMP2	BMPR1B_ACVR2B	3.7946631295216265e-16	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	PPY	BMP2	BMPR1B_ACVR2B	4.1293844542132154e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Delta	BMP2	BMPR1B_ACVR2B	1.1217535197663388e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Beta	BMP2	BMPR1B_ACVR2B	2.2223388002508484e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Beta	BMP2	BMPR1B_ACVR2B	6.5679588388770594e-15	0.02	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Beta	BMP2	BMPR1B_ACVR2B	2.418367844656707e-13	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Beta	BMP2	BMPR1B_ACVR2B	8.356956807424692e-15	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Alpha	BMP2	BMPR1B_ACVR2B	1.8681977598806797e-14	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Alpha	BMP2	BMPR1B_ACVR2B	2.0329885746700995e-13	0	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Alpha	BMP2	BMPR1B_ACVR2B	7.025233049653772e-15	0.01	BMP2_BMPR1B_ACVR2B	BMP2 - (BMPR1B+ACVR2B)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Immune	BMP2	BMPR1B_BMPR2	5.251889302236151e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Duct	BMP2	BMPR1B_BMPR2	1.3709279588749388e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Duct	BMP2	BMPR1B_BMPR2	7.38584175359733e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Duct	BMP2	BMPR1B_BMPR2	2.1828311966981373e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Duct	BMP2	BMPR1B_BMPR2	8.037335351425022e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Duct	BMP2	BMPR1B_BMPR2	1.3681200819273923e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Duct	BMP2	BMPR1B_BMPR2	2.7773965209289894e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Delta	Duct	BMP2	BMPR1B_BMPR2	1.2582187419070113e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Duct	BMP2	BMPR1B_BMPR2	5.5200608439183685e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Alpha	Duct	BMP2	BMPR1B_BMPR2	1.2394601161091545e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Endothelial	BMP2	BMPR1B_BMPR2	6.639732638651227e-17	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Endothelial	BMP2	BMPR1B_BMPR2	3.577140158079211e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Endothelial	BMP2	BMPR1B_BMPR2	1.057197458666866e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Endothelial	BMP2	BMPR1B_BMPR2	3.8926741201097745e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Endothelial	BMP2	BMPR1B_BMPR2	6.6261334177036995e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Endothelial	BMP2	BMPR1B_BMPR2	1.3451596935566078e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Delta	Endothelial	BMP2	BMPR1B_BMPR2	6.093854890857664e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Endothelial	BMP2	BMPR1B_BMPR2	2.6734977513172235e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Alpha	Endothelial	BMP2	BMPR1B_BMPR2	6.00300237073799e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Immune	Pericytes	BMP2	BMPR1B_BMPR2	6.0670466058620365e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Duct	Pericytes	BMP2	BMPR1B_BMPR2	3.268606920750315e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Endothelial	Pericytes	BMP2	BMPR1B_BMPR2	9.660127300867492e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Pericytes	Pericytes	BMP2	BMPR1B_BMPR2	3.5569256463121645e-13	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/SST	Pericytes	BMP2	BMPR1B_BMPR2	6.054620336325999e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
INS/GCG	Pericytes	BMP2	BMPR1B_BMPR2	1.2291378278694935e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
PPY	Pericytes	BMP2	BMPR1B_BMPR2	7.036686621937245e-16	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Delta	Pericytes	BMP2	BMPR1B_BMPR2	5.56825156137014e-15	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Beta	Pericytes	BMP2	BMPR1B_BMPR2	2.442904909070737e-13	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
Alpha	Pericytes	BMP2	BMPR1B_BMPR2	5.48523519552742e-14	0	BMP2_BMPR1B_BMPR2	BMP2 - (BMPR1B+BMPR2)	BMP	Secreted Signaling	KEGG: hsa04350; PMID:26893264
