yourlist:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	isomap:M20211026A084FC58F6BBA219896F365D15F2EB442507C2G	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSG00000116106	ENSG00000116106 -> P54764-1	P54764	EPHA4_HUMAN	reviewed	Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK)	EPHA4 HEK8 SEK TYRO1	Homo sapiens (Human)	986
ENSG00000116106		C9JEM6	C9JEM6_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	126
ENSG00000116106		C9JFX5	C9JFX5_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	177
ENSG00000116106		C9JIX8	C9JIX8_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	91
ENSG00000116106		E9PG71	E9PG71_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA4	Homo sapiens (Human)	949
ENSG00000116106		F5GZZ5	F5GZZ5_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	149
ENSG00000116106		F8WBU0	F8WBU0_HUMAN	unreviewed	Ephrin type-A receptor 4	EPHA4	Homo sapiens (Human)	38
ENSG00000116106		H7C1N8	H7C1N8_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	188
ENSG00000116106		H7C2W7	H7C2W7_HUMAN	unreviewed	Ephrin type-A receptor 4 (Fragment)	EPHA4	Homo sapiens (Human)	37
ENSG00000145242	ENSG00000145242 -> P54756-1;P54756-2	P54756	EPHA5_HUMAN	reviewed	Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7)	EPHA5 BSK EHK1 HEK7 TYRO4	Homo sapiens (Human)	1037
ENSG00000145242		B7ZKJ3	B7ZKJ3_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA5 hCG_1810817	Homo sapiens (Human)	1038
ENSG00000145242		B7ZKW7	B7ZKW7_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA5	Homo sapiens (Human)	1016
ENSG00000145242		F8VP57	F8VP57_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA5	Homo sapiens (Human)	1004
ENSG00000145242		F8W9W0	F8W9W0_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA5	Homo sapiens (Human)	874
ENSG00000080224	ENSG00000080224 -> Q9UF33-2;Q9UF33-3	Q9UF33	EPHA6_HUMAN	reviewed	Ephrin type-A receptor 6 (EC 2.7.10.1) (EPH homology kinase 2) (EHK-2) (EPH-like kinase 12) (EK12)	EPHA6 EHK2 HEK12	Homo sapiens (Human)	1036
ENSG00000080224		A0A0B4J1T8	A0A0B4J1T8_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHA6	Homo sapiens (Human)	1130
ENSG00000080224		B4DXM2	B4DXM2_HUMAN	unreviewed	Ephrin type-A receptor 6 (cDNA FLJ60941, highly similar to Ephrin type-A receptor 6 (EC2.7.10.1))	EPHA6	Homo sapiens (Human)	208
ENSG00000080224		B4DXQ6	B4DXQ6_HUMAN	unreviewed	Ephrin type-A receptor 6 (cDNA FLJ54792, highly similar to Ephrin type-A receptor 6)	EPHA6	Homo sapiens (Human)	241
ENSG00000080224		E7EU71	E7EU71_HUMAN	unreviewed	Ephrin type-A receptor 6	EPHA6	Homo sapiens (Human)	547
ENSG00000080224		H0Y8K5	H0Y8K5_HUMAN	unreviewed	Ephrin type-A receptor 6 (Fragment)	EPHA6	Homo sapiens (Human)	55
ENSG00000080224		H0Y9V0	H0Y9V0_HUMAN	unreviewed	Ephrin type-A receptor 6 (Fragment)	EPHA6	Homo sapiens (Human)	324
ENSG00000080224		J3KR66	J3KR66_HUMAN	unreviewed	Ephrin type-A receptor 6	EPHA6	Homo sapiens (Human)	373
ENSG00000135333	ENSG00000135333 -> Q15375-1;Q15375-3;Q15375-4	Q15375	EPHA7_HUMAN	reviewed	Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11)	EPHA7 EHK3 HEK11	Homo sapiens (Human)	998
ENSG00000135333		A0A7P0T9G1	A0A7P0T9G1_HUMAN	unreviewed	Ephrin type-A receptor 7	EPHA7	Homo sapiens (Human)	534
ENSG00000135333		A0A7P0T9L5	A0A7P0T9L5_HUMAN	unreviewed	EPH receptor A7, isoform CRA_c (Ephrin type-A receptor 7)	EPHA7 hCG_32399	Homo sapiens (Human)	610
ENSG00000135333		A0A7P0T9V9	A0A7P0T9V9_HUMAN	unreviewed	EPH receptor A7, isoform CRA_d (Ephrin type-A receptor 7)	EPHA7 hCG_32399	Homo sapiens (Human)	605
ENSG00000135333		A0A7P0TA58	A0A7P0TA58_HUMAN	unreviewed	Ephrin type-A receptor 7	EPHA7	Homo sapiens (Human)	922
ENSG00000135333		A0A7P0TB85	A0A7P0TB85_HUMAN	unreviewed	Ephrin type-A receptor 7	EPHA7	Homo sapiens (Human)	608
ENSG00000135333		A0A7P0TBL4	A0A7P0TBL4_HUMAN	unreviewed	Ephrin type-A receptor 7	EPHA7	Homo sapiens (Human)	841
ENSG00000070886	ENSG00000070886 -> P29322-1;P29322-2	P29322	EPHA8_HUMAN	reviewed	Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK)	EPHA8 EEK HEK3 KIAA1459	Homo sapiens (Human)	1005
ENSG00000154928	ENSG00000154928 -> P54762-1;P54762-5	P54762	EPHB1_HUMAN	reviewed	Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)	EPHB1 ELK EPHT2 HEK6 NET	Homo sapiens (Human)	984
ENSG00000154928		A0A3B3IRY8	A0A3B3IRY8_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHB1	Homo sapiens (Human)	1055
ENSG00000154928		C9J466	C9J466_HUMAN	unreviewed	Ephrin type-B receptor 1 (Fragment)	EPHB1	Homo sapiens (Human)	102
ENSG00000154928		C9J6S4	C9J6S4_HUMAN	unreviewed	Ephrin type-B receptor 1 (Fragment)	EPHB1	Homo sapiens (Human)	149
ENSG00000154928		C9JB88	C9JB88_HUMAN	unreviewed	Ephrin type-B receptor 1 (Fragment)	EPHB1	Homo sapiens (Human)	112
ENSG00000154928		C9K090	C9K090_HUMAN	unreviewed	Ephrin type-B receptor 1 (Fragment)	EPHB1	Homo sapiens (Human)	42
ENSG00000154928		F8WDG5	F8WDG5_HUMAN	unreviewed	Ephrin type-B receptor 1	EPHB1	Homo sapiens (Human)	281
ENSG00000133216	ENSG00000133216 -> P29323-1;P29323-2;P29323-3	P29323	EPHB2_HUMAN	reviewed	Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3) [Cleaved into: EphB2/CTF1; EphB2/CTF2]	EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5	Homo sapiens (Human)	1055
ENSG00000133216		B1AKC9	B1AKC9_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHB2	Homo sapiens (Human)	946
ENSG00000133216		Q6NVW1	Q6NVW1_HUMAN	unreviewed	EPHB2 protein (Ephrin type-B receptor 2)	EPHB2	Homo sapiens (Human)	482
ENSG00000182580		P54753	EPHB3_HUMAN	reviewed	Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6)	EPHB3 ETK2 HEK2 TYRO6	Homo sapiens (Human)	998
ENSG00000196411	ENSG00000196411 -> P54760-1;P54760-3	P54760	EPHB4_HUMAN	reviewed	Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11)	EPHB4 HTK MYK1 TYRO11	Homo sapiens (Human)	987
ENSG00000196411		Q96L35	Q96L35_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	EPHB4 hCG_20448	Homo sapiens (Human)	935
ENSG00000275482		A0A0G2JNC5	A0A0G2JNC5_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	729
ENSG00000275482		A0A0G2JNH7	A0A0G2JNH7_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	1022
ENSG00000275482		A0A0J9YXG1	A0A0J9YXG1_HUMAN	unreviewed	Ephrin type-B receptor 6 (Fragment)	EPHB6	Homo sapiens (Human)	118
ENSG00000275482,ENSG00000106123		A0A087WTE3	A0A087WTE3_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	183
ENSG00000275482,ENSG00000106123		A0A087WYP8	A0A087WYP8_HUMAN	unreviewed	Ephrin type-B receptor 6 (Fragment)	EPHB6	Homo sapiens (Human)	112
ENSG00000275482,ENSG00000106123		A0A087WZL4	A0A087WZL4_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	50
ENSG00000106123		F8WCM8	F8WCM8_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	1022
ENSG00000106123		J3KQU5	J3KQU5_HUMAN	unreviewed	Ephrin type-B receptor 6	EPHB6	Homo sapiens (Human)	729
ENSG00000187266	ENSG00000187266 -> P19235-1;P19235-3	P19235	EPOR_HUMAN	reviewed	Erythropoietin receptor (EPO-R)	EPOR	Homo sapiens (Human)	508
ENSG00000187266		K7EN47	K7EN47_HUMAN	unreviewed	Erythropoietin receptor	EPOR	Homo sapiens (Human)	119
ENSG00000187266		K7EP50	K7EP50_HUMAN	unreviewed	Erythropoietin receptor	EPOR	Homo sapiens (Human)	130
ENSG00000187266		K7ERB5	K7ERB5_HUMAN	unreviewed	Erythropoietin receptor	EPOR	Homo sapiens (Human)	276
ENSG00000141736	ENSG00000141736 -> P04626-1;P04626-4;P04626-5	P04626	ERBB2_HUMAN	reviewed	Receptor tyrosine-protein kinase erbB-2 (EC 2.7.10.1) (Metastatic lymph node gene 19 protein) (MLN 19) (Proto-oncogene Neu) (Proto-oncogene c-ErbB-2) (Tyrosine kinase-type cell surface receptor HER2) (p185erbB2) (CD antigen CD340)	ERBB2 HER2 MLN19 NEU NGL	Homo sapiens (Human)	1255
ENSG00000141736		B4DTR1	B4DTR1_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2 (cDNA FLJ59426, highly similar to Receptor tyrosine-protein kinase erbB-2)	ERBB2	Homo sapiens (Human)	979
ENSG00000141736		F5H1T4	F5H1T4_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB2	Homo sapiens (Human)	603
ENSG00000141736		J3KRI9	J3KRI9_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2	ERBB2	Homo sapiens (Human)	96
ENSG00000141736		J3KTI5	J3KTI5_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2 (Fragment)	ERBB2	Homo sapiens (Human)	251
ENSG00000141736		J3QL83	J3QL83_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2	ERBB2	Homo sapiens (Human)	90
ENSG00000141736		J3QLU9	J3QLU9_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB2	Homo sapiens (Human)	1055
ENSG00000141736		J3QLV2	J3QLV2_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2 (Fragment)	ERBB2	Homo sapiens (Human)	102
ENSG00000141736		J3QRJ7	J3QRJ7_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2 (Fragment)	ERBB2	Homo sapiens (Human)	177
ENSG00000141736		J3QRX1	J3QRX1_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-2 (Fragment)	ERBB2	Homo sapiens (Human)	166
ENSG00000065361	ENSG00000065361 -> P21860-1;P21860-2;P21860-3;P21860-4	P21860	ERBB3_HUMAN	reviewed	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)	ERBB3 HER3	Homo sapiens (Human)	1342
ENSG00000065361		A0A2R8Y6T4	A0A2R8Y6T4_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (Fragment)	ERBB3	Homo sapiens (Human)	19
ENSG00000065361		B3KWG5	B3KWG5_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (cDNA FLJ43038 fis, clone BRTHA3002955, highly similar to Receptor tyrosine-protein kinase erbB-3)	ERBB3	Homo sapiens (Human)	462
ENSG00000065361		B4DGQ7	B4DGQ7_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB3	Homo sapiens (Human)	921
ENSG00000065361		F8VRI5	F8VRI5_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3	ERBB3	Homo sapiens (Human)	43
ENSG00000065361		F8VRL0	F8VRL0_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (Fragment)	ERBB3	Homo sapiens (Human)	126
ENSG00000065361		F8VW48	F8VW48_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (Fragment)	ERBB3	Homo sapiens (Human)	116
ENSG00000065361		F8VW56	F8VW56_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3	ERBB3	Homo sapiens (Human)	583
ENSG00000065361		F8VX90	F8VX90_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (Fragment)	ERBB3	Homo sapiens (Human)	115
ENSG00000065361		F8VYK4	F8VYK4_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-3 (Fragment)	ERBB3	Homo sapiens (Human)	649
ENSG00000065361		O75812	O75812_HUMAN	unreviewed	ErbB-3 R31 (Receptor tyrosine-protein kinase erbB-3) (Fragment)	ERBB3 c-erbB-3	Homo sapiens (Human)	81
ENSG00000178568	ENSG00000178568 -> Q15303-1;Q15303-3	Q15303	ERBB4_HUMAN	reviewed	Receptor tyrosine-protein kinase erbB-4 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-4) (Tyrosine kinase-type cell surface receptor HER4) (p180erbB4) [Cleaved into: ERBB4 intracellular domain (4ICD) (E4ICD) (s80HER4)]	ERBB4 HER4	Homo sapiens (Human)	1308
ENSG00000178568		A0A0A0MSE1	A0A0A0MSE1_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	ERBB4	Homo sapiens (Human)	1266
ENSG00000178568		E9PDR1	E9PDR1_HUMAN	unreviewed	Receptor tyrosine-protein kinase erbB-4 (Fragment)	ERBB4	Homo sapiens (Human)	128
ENSG00000178568		H3BLT0	H3BLT0_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	ERBB4	Homo sapiens (Human)	731
ENSG00000149564	ENSG00000149564 -> Q96AP7-1;Q96AP7-2	Q96AP7	ESAM_HUMAN	reviewed	Endothelial cell-selective adhesion molecule	ESAM UNQ220/PRO246	Homo sapiens (Human)	390
ENSG00000149564		C9JIE7	C9JIE7_HUMAN	unreviewed	Endothelial cell-selective adhesion molecule (Fragment)	ESAM	Homo sapiens (Human)	148
ENSG00000149564		F8WDW9	F8WDW9_HUMAN	unreviewed	Endothelial cell-selective adhesion molecule	ESAM	Homo sapiens (Human)	245
ENSG00000158769	ENSG00000158769 -> Q9Y624-1;Q9Y624-2	Q9Y624	JAM1_HUMAN	reviewed	Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321)	F11R JAM1 JCAM UNQ264/PRO301	Homo sapiens (Human)	299
ENSG00000158769		A0A087WY82	A0A087WY82_HUMAN	unreviewed	Junctional adhesion molecule 1 (Junctional adhesion molecule A)	F11R	Homo sapiens (Human)	279
ENSG00000181104		P25116	PAR1_HUMAN	reviewed	Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)	F2R CF2R PAR1 TR	Homo sapiens (Human)	425
ENSG00000181104		G3XAL6	G3XAL6_HUMAN	unreviewed	Coagulation factor II (Thrombin) receptor, isoform CRA_b (Proteinase-activated receptor 1)	F2R hCG_37484	Homo sapiens (Human)	102
ENSG00000164251		P55085	PAR2_HUMAN	reviewed	Proteinase-activated receptor 2 (PAR-2) (Coagulation factor II receptor-like 1) (G-protein coupled receptor 11) (Thrombin receptor-like 1) [Cleaved into: Proteinase-activated receptor 2, alternate cleaved 1; Proteinase-activated receptor 2, alternate cleaved 2]	F2RL1 GPR11 PAR2	Homo sapiens (Human)	397
ENSG00000164251		D6RJH3	D6RJH3_HUMAN	unreviewed	Proteinase-activated receptor 2 (Fragment)	F2RL1	Homo sapiens (Human)	112
ENSG00000164220	ENSG00000164220 -> O00254-1;O00254-2	O00254	PAR3_HUMAN	reviewed	Proteinase-activated receptor 3 (PAR-3) (Coagulation factor II receptor-like 2) (Thrombin receptor-like 2)	F2RL2 PAR3	Homo sapiens (Human)	374
ENSG00000127533		Q96RI0	PAR4_HUMAN	reviewed	Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3)	F2RL3 PAR4	Homo sapiens (Human)	385
ENSG00000127533		M0R0Y0	M0R0Y0_HUMAN	unreviewed	Proteinase-activated receptor 4	F2RL3	Homo sapiens (Human)	113
ENSG00000117525	ENSG00000117525 -> P13726-1;P13726-2	P13726	TF_HUMAN	reviewed	Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142)	F3	Homo sapiens (Human)	295
ENSG00000078098	ENSG00000078098 -> Q12884-1	Q12884	SEPR_HUMAN	reviewed	Prolyl endopeptidase FAP (EC 3.4.21.26) (170 kDa melanoma membrane-bound gelatinase) (Dipeptidyl peptidase FAP) (EC 3.4.14.5) (Fibroblast activation protein alpha) (FAPalpha) (Gelatine degradation protease FAP) (EC 3.4.21.-) (Integral membrane serine protease) (Post-proline cleaving enzyme) (Serine integral membrane protease) (SIMP) (Surface-expressed protease) (Seprase) [Cleaved into: Antiplasmin-cleaving enzyme FAP, soluble form (APCE) (EC 3.4.14.5) (EC 3.4.21.-) (EC 3.4.21.26)]	FAP	Homo sapiens (Human)	760
ENSG00000078098		A0A0D9SEN1	A0A0D9SEN1_HUMAN	unreviewed	Prolyl endopeptidase FAP	FAP	Homo sapiens (Human)	759
ENSG00000078098		B4DLR2	B4DLR2_HUMAN	unreviewed	Prolyl endopeptidase FAP (cDNA FLJ60298, highly similar to Seprase)	FAP	Homo sapiens (Human)	735
ENSG00000078098		C9J131	C9J131_HUMAN	unreviewed	Prolyl endopeptidase FAP (Fragment)	FAP	Homo sapiens (Human)	155
ENSG00000078098		F8WF29	F8WF29_HUMAN	unreviewed	Prolyl endopeptidase FAP	FAP	Homo sapiens (Human)	121
ENSG00000078098		H0YG61	H0YG61_HUMAN	unreviewed	Prolyl endopeptidase FAP (Fragment)	FAP	Homo sapiens (Human)	47
ENSG00000078098		H7C4D9	H7C4D9_HUMAN	unreviewed	Prolyl endopeptidase FAP (Fragment)	FAP	Homo sapiens (Human)	25
ENSG00000026103	ENSG00000026103 -> P25445-1;P25445-2;P25445-3;P25445-4;P25445-5;P25445-6;P25445-7	P25445	TNR6_HUMAN	reviewed	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	FAS APT1 FAS1 TNFRSF6	Homo sapiens (Human)	335
ENSG00000026103		A0A087WTM9	A0A087WTM9_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 6	FAS	Homo sapiens (Human)	244
ENSG00000026103		H7C5Z8	H7C5Z8_HUMAN	unreviewed	Tumor necrosis factor receptor superfamily member 6	FAS	Homo sapiens (Human)	233
ENSG00000026103		K9J972	K9J972_HUMAN	unreviewed	FAS receptor variant 9 (Tumor necrosis factor receptor superfamily member 6)	FAS	Homo sapiens (Human)	197
ENSG00000179639		P12319	FCERA_HUMAN	reviewed	High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha)	FCER1A FCE1A	Homo sapiens (Human)	257
ENSG00000179639		E9PRN1	E9PRN1_HUMAN	unreviewed	High affinity immunoglobulin epsilon receptor subunit alpha	FCER1A	Homo sapiens (Human)	224
ENSG00000150337	ENSG00000150337 -> P12314-1	P12314	FCGR1_HUMAN	reviewed	High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64)	FCGR1A FCG1 FCGR1 IGFR1	Homo sapiens (Human)	374
ENSG00000150337		C9JSN8	C9JSN8_HUMAN	unreviewed	High affinity immunoglobulin gamma Fc receptor I (Fragment)	FCGR1A	Homo sapiens (Human)	240
ENSG00000077782	ENSG00000077782 -> P11362-1;P11362-14;P11362-15;P11362-2;P11362-20;P11362-21;P11362-3;P11362-7	P11362	FGFR1_HUMAN	reviewed	Fibroblast growth factor receptor 1 (FGFR-1) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1) (BFGFR) (bFGF-R-1) (Fms-like tyrosine kinase 2) (FLT-2) (N-sam) (Proto-oncogene c-Fgr) (CD antigen CD331)	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR	Homo sapiens (Human)	822
ENSG00000077782		A0A3B3ISD1	A0A3B3ISD1_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR1	Homo sapiens (Human)	818
ENSG00000077782		A0A6I8PRY1	A0A6I8PRY1_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	245
ENSG00000077782		A0A6I8PTV4	A0A6I8PTV4_HUMAN	unreviewed	Fibroblast growth factor receptor 1	FGFR1	Homo sapiens (Human)	42
ENSG00000077782		B5A958	B5A958_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Soluble FGFR1 variant 1)	FGFR1	Homo sapiens (Human)	228
ENSG00000077782		C1KBH7	C1KBH7_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fibroblast growth factor receptor 1 isoform 3)	FGFR1	Homo sapiens (Human)	367
ENSG00000077782		C9J1L5	C9J1L5_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	54
ENSG00000077782		C9J205	C9J205_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	106
ENSG00000077782		E7EU09	E7EU09_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR1	Homo sapiens (Human)	733
ENSG00000077782		E9PKF2	E9PKF2_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	145
ENSG00000077782		E9PKV7	E9PKV7_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	142
ENSG00000077782		E9PKX3	E9PKX3_HUMAN	unreviewed	Fibroblast growth factor receptor 1	FGFR1	Homo sapiens (Human)	61
ENSG00000077782		E9PN14	E9PN14_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	139
ENSG00000077782		E9PNM3	E9PNM3_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	298
ENSG00000077782		E9PQ40	E9PQ40_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	85
ENSG00000077782		H0YE20	H0YE20_HUMAN	unreviewed	Fibroblast growth factor receptor 1 (Fragment)	FGFR1	Homo sapiens (Human)	134
ENSG00000066468	ENSG00000066468 -> P21802-1;P21802-14;P21802-15;P21802-17;P21802-20;P21802-21;P21802-22;P21802-23;P21802-3;P21802-5	P21802	FGFR2_HUMAN	reviewed	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)	FGFR2 BEK KGFR KSAM	Homo sapiens (Human)	821
ENSG00000066468		A0A087WY21	A0A087WY21_HUMAN	unreviewed	Fibroblast growth factor receptor 2 (Fragment)	FGFR2	Homo sapiens (Human)	136
ENSG00000066468		A0A087X2D1	A0A087X2D1_HUMAN	unreviewed	Fibroblast growth factor receptor 2	FGFR2	Homo sapiens (Human)	64
ENSG00000066468		A0A0A0MR25	A0A0A0MR25_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR2	Homo sapiens (Human)	821
ENSG00000066468		A0A1B0GWF4	A0A1B0GWF4_HUMAN	unreviewed	Fibroblast growth factor receptor 2	FGFR2	Homo sapiens (Human)	144
ENSG00000066468		A0A1W2PQT9	A0A1W2PQT9_HUMAN	unreviewed	Fibroblast growth factor receptor 2 (Fragment)	FGFR2	Homo sapiens (Human)	86
ENSG00000066468		A0A5S6RJB7	A0A5S6RJB7_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	FGFR2	Homo sapiens (Human)	768
ENSG00000066468		D2CGD1	D2CGD1_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR2	Homo sapiens (Human)	732
ENSG00000066468		E7EVR7	E7EVR7_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR2	Homo sapiens (Human)	707
ENSG00000066468		H7BXU9	H7BXU9_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1) (Fragment)	FGFR2	Homo sapiens (Human)	669
ENSG00000066468		H7C265	H7C265_HUMAN	unreviewed	Fibroblast growth factor receptor 2 (Fragment)	FGFR2	Homo sapiens (Human)	371
ENSG00000066468		S4R381	S4R381_HUMAN	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	FGFR2	Homo sapiens (Human)	593
ENSG00000066468		S4R3B2	S4R3B2_HUMAN	unreviewed	Fibroblast growth factor receptor 2	FGFR2	Homo sapiens (Human)	251
ENSG00000068078	ENSG00000068078 -> P22607-1;P22607-2;P22607-3	P22607	FGFR3_HUMAN	reviewed	Fibroblast growth factor receptor 3 (FGFR-3) (EC 2.7.10.1) (CD antigen CD333)	FGFR3 JTK4	Homo sapiens (Human)	806
ENSG00000068078		A0A7I2RW32	A0A7I2RW32_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR3	Homo sapiens (Human)	802
ENSG00000068078		F8W9L4	F8W9L4_HUMAN	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	FGFR3	Homo sapiens (Human)	792
