ApprovedSymbol	Type	uniprot_gn_id	ensembl_gene_id	hgnc_symbol	gene_biotype	description	mean_tpm
TNFRSF10C	receptor	O14798	ENSG00000173535	TNFRSF10C	protein_coding	TNF receptor superfamily member 10c [Source:HGNC Symbol;Acc:HGNC:11906]	2.4946762626971886
TNFRSF10D	receptor	Q9UBN6	NA	NA	NA	NA	NA
TNFRSF11A	receptor	Q9Y6Q6	ENSG00000141655	TNFRSF11A	protein_coding	TNF receptor superfamily member 11a [Source:HGNC Symbol;Acc:HGNC:11908]	8.94447634961593
TNFRSF11B	receptor	O00300	ENSG00000164761	TNFRSF11B	protein_coding	TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]	24.882358294382023
TNFRSF12A	receptor	Q9NP84	ENSG00000006327	TNFRSF12A	protein_coding	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	80.0773393073848
TNFRSF13B	receptor	O14836	ENSG00000240505	TNFRSF13B	protein_coding	TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]	0.16293602573033708
TNFRSF13C	receptor	Q96RJ3	ENSG00000159958	TNFRSF13C	protein_coding	TNF receptor superfamily member 13C [Source:HGNC Symbol;Acc:HGNC:17755]	NA
TNFRSF14	receptor	Q92956	ENSG00000273936	TNFRSF14	protein_coding	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]	2.969250590138506
TNFRSF14	receptor	Q92956	ENSG00000157873	TNFRSF14	protein_coding	TNF receptor superfamily member 14 [Source:HGNC Symbol;Acc:HGNC:11912]	1.734721955510236
TNFRSF17	receptor	Q02223	ENSG00000048462	TNFRSF17	protein_coding	TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]	0.0673202202247191
TNFRSF18	receptor	Q9Y5U5	ENSG00000186891	TNFRSF18	protein_coding	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	0.1072042415730337
TNFRSF19	receptor	Q9NS68	ENSG00000127863	TNFRSF19	protein_coding	TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915]	13.763119698114403
TNFRSF1A	receptor	P19438	ENSG00000067182	TNFRSF1A	protein_coding	TNF receptor superfamily member 1A [Source:HGNC Symbol;Acc:HGNC:11916]	107.2761816019337
TNFRSF1B	receptor	P20333	ENSG00000028137	TNFRSF1B	protein_coding	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	2.0098962972339103
TNFRSF21	receptor	O75509	ENSG00000146072	TNFRSF21	protein_coding	TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]	131.90931685393258
TNFRSF25	receptor	Q93038	ENSG00000215788	TNFRSF25	protein_coding	TNF receptor superfamily member 25 [Source:HGNC Symbol;Acc:HGNC:11910]	0.33772752005741574
TNFRSF4	receptor	P43489	ENSG00000186827	TNFRSF4	protein_coding	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	0.21108113258426967
TNFRSF6B	receptor	O95407	ENSG00000243509	TNFRSF6B	protein_coding	TNF receptor superfamily member 6b [Source:HGNC Symbol;Acc:HGNC:11921]	0.0074267798876404495
TNFRSF8	receptor	P28908	ENSG00000120949	TNFRSF8	protein_coding	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	0.011412012359550562
TNFRSF9	receptor	Q07011	ENSG00000049249	TNFRSF9	protein_coding	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]	0.5344984397142448
TRAF2	receptor	Q12933	ENSG00000127191	TRAF2	protein_coding	TNF receptor associated factor 2 [Source:HGNC Symbol;Acc:HGNC:12032]	5.625166061404494
TRAF3	receptor	Q13114	ENSG00000131323	TRAF3	protein_coding	TNF receptor associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]	12.525982946164445
TREM2	receptor	Q9NZC2	ENSG00000095970	TREM2	protein_coding	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]	1.0373004606741574
TRHR	receptor	P34981	ENSG00000174417	TRHR	protein_coding	thyrotropin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:12299]	0.009035097303370786
TSHR	receptor	P16473	NA	NA	NA	NA	NA
TSPAN1	receptor	O60635	ENSG00000117472	TSPAN1	protein_coding	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	41.53076884839592
TYRO3	receptor	Q06418	ENSG00000092445	TYRO3	protein_coding	TYRO3 protein tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12446]	3.9021881985485964
TYROBP	receptor	O43914	ENSG00000011600	TYROBP	protein_coding	transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]	4.133112233072011
UNC5A	receptor	Q6ZN44	ENSG00000113763	UNC5A	protein_coding	unc-5 netrin receptor A [Source:HGNC Symbol;Acc:HGNC:12567]	0.24797985078651685
UNC5B	receptor	Q8IZJ1	ENSG00000107731	UNC5B	protein_coding	unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]	16.275655494382022
UNC5C	receptor	O95185	ENSG00000182168	UNC5C	protein_coding	unc-5 netrin receptor C [Source:HGNC Symbol;Acc:HGNC:12569]	0.8433125854273343
UNC5D	receptor	Q6UXZ4	ENSG00000156687	UNC5D	protein_coding	unc-5 netrin receptor D [Source:HGNC Symbol;Acc:HGNC:18634]	2.931781678417743
UTS2R	receptor	Q9UKP6	ENSG00000181408	UTS2R	protein_coding	urotensin 2 receptor [Source:HGNC Symbol;Acc:HGNC:4468]	NA
VANGL1	receptor	Q8TAA9	ENSG00000173218	VANGL1	protein_coding	VANGL planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:15512]	7.035658166058224
VIPR1	receptor	P32241	ENSG00000114812	VIPR1	protein_coding	vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]	1.72417720882628
VIPR2	receptor	P41587	ENSG00000106018	VIPR2	protein_coding	vasoactive intestinal peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:12695]	0.26265528981179775
VLDLR	receptor	P98155	ENSG00000147852	VLDLR	protein_coding	very low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:12698]	3.833292808988764
VTCN1	receptor	Q7Z7D3	ENSG00000134258	VTCN1	protein_coding	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	27.565379402212262
XCR1	receptor	P46094	ENSG00000173578	XCR1	protein_coding	X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]	0.09315791011235955
ZNRF3	receptor	Q9ULT6	ENSG00000183579	ZNRF3	protein_coding	zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]	2.9716467539325846
